global_id,timestamp,f1,f2,f3,f4,f5,class_0,class_1,class_2
88,3,-0.814789,0.422319,-0.121293,-0.080880,-0.160710,1,1,0
112,3,-0.854686,0.346382,-0.241798,-0.236508,-0.195757,1,1,0
99,3,-0.744899,0.303109,-0.214006,-0.212246,-0.142474,1,1,0
117,3,-0.836366,0.361667,-0.228984,-0.241473,-0.141133,1,1,0
119,3,-0.778779,0.328130,-0.299617,-0.289978,-0.204993,1,1,0
87,3,-0.762231,0.438487,-0.252065,-0.136122,-0.189628,1,1,0
113,3,-0.843341,0.365694,-0.189213,-0.166983,-0.234424,1,1,0
106,3,-0.850208,0.402683,-0.244558,-0.214866,-0.208544,1,1,0
98,3,-0.734222,0.363390,-0.213603,-0.082667,-0.173338,1,1,0
108,3,-0.868031,0.331244,-0.244596,-0.312747,-0.203428,1,1,0
103,3,-0.774454,0.369658,-0.286535,-0.164341,-0.085337,1,1,0
118,3,-0.827624,0.309613,-0.245035,-0.238330,-0.174994,1,1,0
94,3,-0.699084,0.421494,-0.142507,-0.144261,-0.119775,1,1,0
95,3,-0.717703,0.379063,-0.183055,-0.105569,-0.159541,1,1,0
97,3,-0.794799,0.443474,-0.247326,-0.192831,-0.106497,1,1,0
109,3,-0.832063,0.293111,-0.206952,-0.270438,-0.185863,1,1,0
86,3,-0.749770,0.434036,-0.106676,-0.109343,-0.057254,1,1,0
107,3,-0.871683,0.357396,-0.248336,-0.213138,-0.150494,1,1,0
110,3,-0.865961,0.319839,-0.290481,-0.213867,-0.156337,1,1,0
102,3,-0.834042,0.300769,-0.240588,-0.171199,-0.179484,1,1,0
92,3,-0.770582,0.448624,-0.133675,-0.117890,-0.078975,1,1,0
101,3,-0.807512,0.318029,-0.202565,-0.239881,-0.148585,1,1,0
81,3,-0.740754,0.334568,-0.272053,-0.203703,-0.063115,1,1,0
80,3,-0.801760,0.460860,-0.090034,-0.125327,-0.084113,1,1,0
104,3,-0.693409,0.396058,-0.231115,-0.264348,-0.141808,1,1,0
90,3,-0.802768,0.403121,-0.157694,-0.071943,-0.095252,1,1,0
84,3,-0.704394,0.475724,-0.207661,-0.171001,-0.188609,1,0,0
89,3,-0.809322,0.429094,-0.134017,-0.176602,-0.147732,1,1,0
82,3,-0.693946,0.327521,-0.112619,-0.147041,-0.174005,1,1,0
114,3,-0.848844,0.328225,-0.218852,-0.199315,-0.169015,1,1,0
111,3,-0.751434,0.291928,-0.184459,-0.172222,-0.091302,1,1,0
93,3,-0.748272,0.403553,-0.182099,-0.201708,-0.115397,1,1,0
116,3,-0.788910,0.304989,-0.215228,-0.240682,-0.152929,1,1,0
85,3,-0.757514,0.380662,-0.161191,-0.164632,-0.207547,1,1,0
115,3,-0.735502,0.346509,-0.337962,-0.301053,-0.192038,1,1,0
105,3,-0.773161,0.300955,-0.275304,-0.260438,-0.108653,1,1,0
100,3,-0.824119,0.355139,-0.285340,-0.178307,-0.237833,1,1,0
83,3,-0.878827,0.488251,-0.290811,-0.132243,-0.038339,1,0,0
91,3,-0.716800,0.389288,-0.188242,-0.153934,-0.138730,1,1,0
141,4,-0.803858,0.305593,-0.199767,-0.142990,-0.180756,1,1,0
136,4,-0.838361,0.409665,-0.157486,-0.102082,-0.050780,1,1,0
131,4,-0.677843,0.376417,-0.194102,-0.162474,-0.086487,1,1,0
146,4,-0.837165,0.326037,-0.140418,-0.221636,-0.094871,1,1,0
125,4,-0.661887,0.332801,-0.115663,-0.145180,-0.075525,1,1,0
127,4,-0.671323,0.365657,-0.051876,-0.242636,-0.122442,1,1,0
147,4,-0.796668,0.332099,-0.251619,-0.183214,-0.082888,1,1,0
140,4,-0.833617,0.330462,-0.250725,-0.196389,-0.192033,1,1,0
132,4,-0.731339,0.431983,-0.132421,-0.155888,-0.080440,1,1,0
157,4,-0.876136,0.279142,-0.161117,-0.189303,-0.163253,0,1,0
153,4,-0.845439,0.271047,-0.286956,-0.227391,-0.238464,0,1,0
133,4,-0.746067,0.346206,-0.120317,-0.113435,-0.140429,1,1,0
120,4,-0.689879,0.414480,-0.153563,-0.184542,-0.137204,1,1,0
152,4,-0.747867,0.291267,-0.245748,-0.197610,-0.196105,1,1,0
151,4,-0.873201,0.257789,-0.164734,-0.157362,-0.238808,0,1,0
121,4,-0.723317,0.425200,-0.151152,-0.090529,-0.131653,1,1,0
134,4,-0.734491,0.561192,-0.065587,-0.084657,-0.048248,1,0,0
129,4,-0.735437,0.385307,-0.171949,-0.203983,-0.180351,1,1,0
135,4,-0.762101,0.421676,-0.220563,-0.199192,-0.105423,1,1,0
124,4,-0.682799,0.471102,-0.139516,-0.110313,-0.002173,1,0,0
138,4,-0.736536,0.343454,-0.180813,-0.160618,-0.130790,1,1,0
142,4,-0.773817,0.372932,-0.257455,-0.184172,-0.294448,1,1,0
154,4,-0.729795,0.374094,-0.273030,-0.161284,-0.169719,1,1,0
150,4,-0.831993,0.403160,-0.269322,-0.175258,-0.130431,1,1,0
123,4,-0.773243,0.321817,-0.134685,-0.032589,-0.121359,1,1,0
159,4,-0.859271,0.248482,-0.165588,-0.208351,-0.178976,0,1,0
148,4,-0.756112,0.372144,-0.204647,-0.159221,-0.258303,1,1,0
137,4,-0.823340,0.371880,-0.207743,-0.140603,-0.136775,1,1,0
128,4,-0.785155,0.502182,-0.198512,-0.085907,-0.132985,1,0,0
145,4,-0.775151,0.343022,-0.287501,-0.176283,-0.126611,1,1,0
144,4,-0.782088,0.385730,-0.201995,-0.147666,-0.118004,1,1,0
143,4,-0.790191,0.312704,-0.284400,-0.193359,-0.187515,1,1,0
130,4,-0.706927,0.418618,-0.206422,-0.174218,-0.214692,1,1,0
126,4,-0.719314,0.473932,-0.225537,-0.166122,-0.026846,1,0,0
155,4,-0.827792,0.359511,-0.191416,-0.195470,-0.160002,1,1,0
156,4,-0.789707,0.423104,-0.190145,-0.256945,-0.218789,1,1,0
139,4,-0.768189,0.429315,-0.095624,-0.162455,-0.041707,1,1,0
149,4,-0.769398,0.317026,-0.277633,-0.228896,-0.162088,1,1,0
122,4,-0.676994,0.348485,-0.167119,-0.106851,-0.105903,1,1,0
158,4,-0.758412,0.300145,-0.238554,-0.288208,-0.149199,1,1,0
192,5,-0.731162,0.289543,-0.182258,-0.119692,-0.224620,1,1,0
163,5,-0.727040,0.325879,-0.120526,-0.127110,-0.082315,1,1,0
168,5,-0.629706,0.437671,-0.148370,-0.088584,-0.070402,1,0,0
177,5,-0.670733,0.474477,-0.312320,-0.109244,-0.155067,1,0,0
188,5,-0.756428,0.407297,-0.193560,-0.156069,-0.210556,1,1,0
162,5,-0.759246,0.521086,-0.232646,-0.061801,-0.028991,1,0,0
166,5,-0.679927,0.349454,-0.200781,-0.020027,-0.188325,1,1,0
190,5,-0.760840,0.293503,-0.207693,-0.246350,-0.191931,1,1,0
194,5,-0.699282,0.398419,-0.222537,-0.267290,-0.176451,1,1,0
185,5,-0.706755,0.277380,-0.314486,-0.135630,-0.133827,1,1,0
161,5,-0.541138,0.327574,-0.100362,-0.064604,-0.015407,1,0,0
175,5,-0.695362,0.398442,-0.120094,-0.084778,-0.054953,1,1,0
184,5,-0.735330,0.360699,-0.175510,-0.127348,-0.112957,1,1,0
187,5,-0.840557,0.292669,-0.186838,-0.253830,-0.181064,0,1,0
183,5,-0.652023,0.259083,-0.188071,-0.247925,-0.195786,1,1,0
170,5,-0.661613,0.320717,-0.175424,-0.117503,-0.128602,1,1,0
160,5,-0.617769,0.490317,-0.122872,-0.043146,-0.121671,1,0,0
164,5,-0.677757,0.374415,-0.102410,-0.052678,-0.058807,1,1,0
173,5,-0.647797,0.406329,-0.106637,-0.042108,-0.145328,1,1,0
186,5,-0.826512,0.279622,-0.174473,-0.203473,-0.065561,0,1,0
179,5,-0.780129,0.454942,-0.184984,-0.134872,-0.019999,1,1,0
199,5,-0.763949,0.350833,-0.211998,-0.156408,-0.083440,1,1,0
178,5,-0.641705,0.399935,-0.120107,-0.108285,-0.155916,1,1,0
181,5,-0.693091,0.299126,-0.164562,-0.203998,-0.095455,1,1,0
193,5,-0.700553,0.310679,-0.232155,-0.162023,-0.081040,1,1,0
195,5,-0.764709,0.290131,-0.216019,-0.206123,-0.057391,1,1,0
198,5,-0.787122,0.367747,-0.319584,-0.202174,-0.139954,1,1,0
189,5,-0.836880,0.354785,-0.219251,-0.154659,-0.204179,0,1,0
197,5,-0.676803,0.347599,-0.155547,-0.277360,-0.192568,1,1,0
165,5,-0.763933,0.442482,-0.227639,-0.082352,-0.119455,1,1,0
171,5,-0.546480,0.418677,-0.141402,-0.096127,-0.124560,1,0,0
182,5,-0.793892,0.367610,-0.282803,-0.198311,-0.181483,1,1,0
176,5,-0.750369,0.317700,-0.073384,-0.033816,-0.044722,1,1,0
167,5,-0.632942,0.455282,-0.092309,-0.006728,-0.083527,1,0,0
196,5,-0.726293,0.439923,-0.165910,-0.251000,-0.188846,1,1,0
191,5,-0.620112,0.276255,-0.189680,-0.141474,-0.175582,1,1,0
169,5,-0.686413,0.335064,-0.128651,-0.112832,-0.109237,1,1,0
172,5,-0.729106,0.453591,-0.097950,-0.081346,-0.120881,1,1,0
180,5,-0.796114,0.311423,-0.194917,-0.242759,-0.174941,1,1,0
174,5,-0.606464,0.381558,-0.151916,-0.035464,-0.070436,1,0,0
232,6,-0.739978,0.241243,-0.157863,-0.158637,-0.185477,0,1,0
215,6,-0.642542,0.406495,-0.107376,-0.077152,0.009738,1,1,0
234,6,-0.672766,0.280892,-0.246030,-0.132394,-0.117782,1,1,0
205,6,-0.504947,0.337360,-0.118704,-0.039812,-0.063933,1,0,0
203,6,-0.666504,0.411991,-0.152314,-0.123401,-0.022666,1,1,0
211,6,-0.624066,0.383555,-0.021834,-0.058846,-0.129058,1,1,0
229,6,-0.768608,0.292877,-0.211732,-0.120597,-0.145363,0,1,0
230,6,-0.699364,0.387033,-0.178879,-0.146055,-0.152776,1,1,0
214,6,-0.692443,0.344628,-0.114543,0.060273,0.021061,1,1,0
233,6,-0.711291,0.278408,-0.136860,-0.136406,-0.105199,1,1,0
209,6,-0.663033,0.345506,-0.003719,-0.078547,-0.083655,1,1,0
201,6,-0.632882,0.436105,-0.112956,-0.105782,-0.017156,1,1,0
231,6,-0.687881,0.379512,-0.102272,-0.244225,-0.126983,1,1,0
236,6,-0.687596,0.371896,-0.147034,-0.259536,-0.165568,1,1,0
220,6,-0.662704,0.262556,-0.171067,-0.227174,-0.137539,1,1,0
224,6,-0.745477,0.414575,-0.214811,-0.231355,-0.066231,1,1,0
206,6,-0.685656,0.484889,-0.196279,-0.122330,-0.100363,1,0,0
208,6,-0.572444,0.416660,-0.087704,-0.096430,-0.045710,1,0,0
207,6,-0.675156,0.374864,-0.009598,-0.098063,0.009576,1,1,0
238,6,-0.744117,0.359081,-0.261126,-0.216317,-0.169882,1,1,0
219,6,-0.541191,0.431035,-0.206789,-0.049195,-0.140938,1,0,0
202,6,-0.641250,0.384540,-0.171352,-0.097788,-0.067560,1,1,0
200,6,-0.544095,0.441046,-0.103471,-0.024796,0.002183,1,0,0
227,6,-0.744319,0.370142,-0.243279,-0.225130,-0.072238,1,1,0
222,6,-0.688256,0.330912,-0.211926,-0.193206,-0.179871,1,1,0
217,6,-0.724386,0.494302,-0.159573,-0.105965,-0.021328,1,0,0
226,6,-0.686747,0.316748,-0.187099,-0.176480,-0.135681,1,1,0
228,6,-0.773793,0.391145,-0.229820,-0.179128,-0.118962,1,1,0
221,6,-0.636382,0.331886,-0.170470,-0.151163,-0.105220,1,1,0
204,6,-0.682980,0.453740,-0.129378,-0.113802,-0.058769,1,1,0
212,6,-0.561894,0.428802,-0.084815,-0.148387,-0.017722,1,0,0
218,6,-0.584092,0.385074,-0.048429,-0.179451,-0.003623,1,1,0
210,6,-0.695575,0.350172,-0.103914,0.010052,-0.057591,1,1,0
213,6,-0.604093,0.404042,-0.147289,-0.084651,-0.046633,1,1,0
237,6,-0.684256,0.345571,-0.135567,-0.221176,-0.238698,1,1,0
235,6,-0.773670,0.293085,-0.298504,-0.122931,-0.215660,0,1,0
225,6,-0.723773,0.339037,-0.119993,-0.168460,-0.137635,1,1,0
216,6,-0.572885,0.438007,-0.134179,-0.222937,-0.040013,1,0,0
223,6,-0.704899,0.346864,-0.120247,-0.155613,-0.238263,1,1,0
239,6,-0.800375,0.312636,-0.146104,-0.194433,-0.152337,0,1,0
241,7,-0.584713,0.445372,-0.056627,-0.043407,-0.033941,1,0,0
274,7,-0.671080,0.328876,-0.017633,-0.203825,-0.135760,1,1,0
247,7,-0.491526,0.423360,-0.056790,-0.053549,-0.098629,1,0,0
252,7,-0.631954,0.331018,-0.087976,-0.017014,-0.172897,1,1,0
256,7,-0.581760,0.386084,-0.074629,-0.074293,-0.025440,1,1,0
255,7,-0.635304,0.411648,-0.119974,-0.035818,-0.091222,1,1,0
265,7,-0.733923,0.325880,-0.288111,-0.127705,-0.176194,0,1,0
250,7,-0.549685,0.357022,-0.181355,-0.096005,-0.095476,1,1,0
254,7,-0.490576,0.408555,-0.092033,-0.070025,-0.101248,1,0,0
257,7,-0.579757,0.369903,-0.153141,-0.070842,-0.007585,1,1,0
240,7,-0.561857,0.453204,-0.034255,-0.160578,0.046948,1,0,0
242,7,-0.623776,0.418592,-0.124969,-0.075917,-0.190269,1,1,0
244,7,-0.547419,0.435091,-0.155090,-0.060396,-0.032273,1,0,0
262,7,-0.758589,0.366017,-0.130071,-0.137906,-0.126556,0,1,0
277,7,-0.655187,0.271886,-0.308006,-0.178461,-0.090425,1,1,0
258,7,-0.578058,0.343674,-0.057760,-0.044048,-0.016776,1,1,0
263,7,-0.688518,0.383798,-0.109357,-0.173413,-0.139673,1,1,0
278,7,-0.694423,0.364642,-0.173554,-0.143857,-0.201170,1,1,0
268,7,-0.648857,0.341796,-0.140964,-0.020992,-0.140360,1,1,0
260,7,-0.668661,0.311030,-0.173108,-0.244267,-0.250261,1,1,0
253,7,-0.466690,0.354711,0.022248,-0.108313,0.014051,1,0,0
271,7,-0.704611,0.399309,-0.179938,-0.105396,-0.161152,1,1,0
249,7,-0.622147,0.318550,-0.147964,-0.031903,-0.028657,1,1,0
270,7,-0.732812,0.393320,-0.218336,-0.201737,-0.129942,1,1,0
264,7,-0.684478,0.326684,-0.198241,-0.183799,-0.109935,1,1,0
259,7,-0.586385,0.357721,-0.082729,-0.051302,0.042900,1,1,0
272,7,-0.743238,0.311985,-0.256826,-0.090992,-0.197954,0,1,0
275,7,-0.726777,0.384880,-0.185441,-0.220658,-0.122665,1,1,0
251,7,-0.531837,0.396814,-0.131117,-0.144334,-0.013300,1,0,0
245,7,-0.545389,0.415215,-0.071746,-0.073672,-0.059827,1,0,0
243,7,-0.577621,0.415853,-0.179791,-0.120577,-0.027134,1,1,0
267,7,-0.636186,0.357012,-0.142085,-0.145679,-0.054748,1,1,0
248,7,-0.637991,0.377822,-0.090862,-0.112140,-0.102751,1,1,0
269,7,-0.810435,0.308223,-0.164236,-0.062508,-0.104339,0,1,0
261,7,-0.694126,0.300511,-0.132282,-0.216509,-0.194541,1,1,0
266,7,-0.680923,0.305236,-0.167719,-0.197667,-0.201923,1,1,0
246,7,-0.656244,0.365076,-0.175608,-0.059179,0.037199,1,1,0
279,7,-0.662375,0.343415,-0.120808,-0.131993,-0.173197,1,1,0
276,7,-0.676434,0.319180,-0.104262,-0.166071,-0.124700,1,1,0
273,7,-0.624352,0.315479,-0.196652,-0.150660,-0.055468,1,1,0
310,8,-0.737833,0.311796,-0.157190,-0.160911,-0.163522,0,1,0
295,8,-0.549034,0.333988,-0.073599,-0.086789,-0.050542,1,1,0
316,8,-0.594044,0.336471,-0.179188,-0.199432,-0.126642,1,1,0
299,8,-0.560543,0.319162,-0.109537,-0.014337,-0.090464,1,1,0
306,8,-0.652239,0.215082,-0.123406,-0.139056,-0.163588,0,1,0
317,8,-0.681652,0.345146,-0.101747,-0.163837,-0.153806,1,1,0
288,8,-0.595295,0.321134,-0.040003,-0.036992,0.012192,1,1,0
286,8,-0.677822,0.468239,-0.100231,0.003834,-0.077831,1,1,0
280,8,-0.517569,0.448097,-0.152819,-0.089947,-0.092056,1,0,0
303,8,-0.690235,0.319751,-0.179419,-0.108869,-0.147780,1,1,0
292,8,-0.663918,0.430472,-0.120301,-0.059030,0.018028,1,1,0
282,8,-0.578581,0.409473,-0.038302,-0.145943,-0.038172,1,1,0
313,8,-0.674437,0.335694,-0.134754,-0.133519,-0.093538,1,1,0
294,8,-0.613827,0.389144,-0.024490,-0.034103,-0.090222,1,1,0
289,8,-0.598026,0.502472,-0.089321,-0.039111,-0.110003,1,0,0
312,8,-0.698389,0.297209,-0.195164,-0.188173,-0.082785,0,1,0
311,8,-0.708849,0.307692,-0.184814,-0.164175,-0.166308,0,1,0
307,8,-0.642498,0.299984,-0.167796,-0.138979,-0.053849,1,1,0
305,8,-0.654171,0.310814,-0.233260,-0.210007,-0.139838,1,1,0
297,8,-0.655874,0.399980,-0.076312,-0.032547,-0.041652,1,1,0
314,8,-0.727753,0.451955,-0.277418,-0.259115,-0.131399,0,1,0
290,8,-0.557907,0.486392,-0.110132,-0.032052,-0.126998,1,0,0
298,8,-0.564477,0.461119,0.036639,0.006391,-0.041117,1,0,0
315,8,-0.681691,0.339688,-0.221424,-0.187258,-0.113116,1,1,0
301,8,-0.687765,0.296488,-0.168743,-0.154461,-0.119404,0,1,0
293,8,-0.505229,0.442572,-0.113215,-0.054575,0.009556,1,0,0
300,8,-0.630404,0.316287,-0.156648,-0.134188,-0.087390,1,1,0
291,8,-0.480535,0.442129,-0.087943,-0.080788,-0.104398,1,0,0
284,8,-0.520180,0.386712,-0.079676,-0.084489,0.123587,1,0,0
308,8,-0.758322,0.353048,-0.139323,-0.129202,-0.116130,0,1,0
302,8,-0.705185,0.304484,-0.168523,-0.182503,-0.074436,0,1,0
309,8,-0.763376,0.276921,-0.233028,-0.128291,-0.188751,0,1,0
283,8,-0.467079,0.387646,-0.050383,-0.014464,-0.051608,1,0,0
285,8,-0.537143,0.426703,-0.156549,0.013851,-0.043240,1,0,0
287,8,-0.532283,0.336896,-0.125285,-0.064807,-0.046086,1,1,0
304,8,-0.744476,0.355430,-0.188782,-0.126261,-0.173539,0,1,0
296,8,-0.605772,0.340491,-0.056767,-0.188612,0.080479,1,1,0
281,8,-0.658423,0.400216,-0.040745,-0.079282,-0.058446,1,1,0
319,8,-0.670367,0.385124,-0.150378,-0.188283,-0.203911,1,1,0
318,8,-0.650654,0.394388,-0.199401,-0.105014,-0.142916,1,1,0
340,9,-0.672121,0.348221,-0.124245,-0.206948,-0.093911,1,1,0
352,9,-0.688714,0.292772,-0.140268,-0.152810,-0.134033,0,1,0
334,9,-0.600335,0.434556,-0.110851,-0.091333,-0.021867,1,1,0
320,9,-0.582363,0.469398,0.028661,-0.107623,-0.114827,1,0,0
351,9,-0.579482,0.264078,-0.094571,-0.092303,-0.127258,1,1,0
328,9,-0.650517,0.385588,-0.059280,-0.156732,0.083891,1,1,0
347,9,-0.666761,0.302515,-0.203155,-0.095803,-0.079077,1,1,0
346,9,-0.698698,0.218074,-0.214734,-0.179589,-0.084028,0,1,0
335,9,-0.546028,0.405679,-0.114044,-0.062623,0.027966,1,0,0
333,9,-0.666625,0.356259,-0.092450,-0.033280,-0.093323,1,1,0
337,9,-0.592340,0.382403,-0.099786,-0.094720,-0.040601,1,1,0
323,9,-0.592364,0.391974,-0.115627,-0.004101,0.008127,1,1,0
324,9,-0.625982,0.391052,-0.171771,-0.063750,-0.057143,1,1,0
356,9,-0.652093,0.288773,-0.170095,-0.131886,-0.211298,1,1,0
332,9,-0.501984,0.321045,-0.083499,-0.072181,-0.005364,1,0,0
331,9,-0.549203,0.390045,-0.110811,-0.066169,-0.128045,1,1,0
342,9,-0.603428,0.311205,-0.161702,-0.186763,-0.086471,1,1,0
341,9,-0.704297,0.318856,-0.172081,-0.177234,-0.217041,0,1,0
354,9,-0.636513,0.289828,-0.125731,-0.170058,-0.155797,1,1,0
322,9,-0.571419,0.439157,-0.097491,-0.098088,-0.034581,1,0,0
329,9,-0.537255,0.497296,-0.117868,-0.091741,-0.162153,1,0,0
359,9,-0.599767,0.307108,-0.171143,-0.162000,-0.179072,1,1,0
353,9,-0.725070,0.229773,-0.218043,-0.163357,-0.222403,0,1,0
338,9,-0.601793,0.401473,-0.064716,-0.031072,-0.036565,1,1,0
327,9,-0.589788,0.459500,-0.069946,-0.123363,-0.079115,1,0,0
343,9,-0.628783,0.301542,-0.186278,-0.231340,-0.073216,1,1,0
355,9,-0.700842,0.370615,-0.155939,-0.225372,-0.098104,1,1,0
349,9,-0.701731,0.350610,-0.175660,-0.211242,-0.070166,1,1,0
344,9,-0.636053,0.328146,-0.232452,-0.132303,-0.153414,1,1,0
336,9,-0.581594,0.468085,-0.065703,-0.132615,-0.031385,1,0,0
357,9,-0.667695,0.282844,-0.146510,-0.107793,-0.091821,1,1,0
330,9,-0.552372,0.435958,-0.067895,-0.049740,-0.082358,1,0,0
348,9,-0.689308,0.179847,-0.212194,-0.221490,-0.124705,0,1,0
326,9,-0.487274,0.439110,-0.126668,-0.039646,-0.065893,1,0,0
358,9,-0.765990,0.270461,-0.200736,-0.246996,-0.112786,0,1,0
321,9,-0.642062,0.404880,-0.058670,0.047401,-0.120163,1,1,0
350,9,-0.808034,0.197254,-0.213202,-0.262401,-0.090116,0,1,0
