@relation stream_gen

@attribute global_id NUMERIC
@attribute timestamp NUMERIC
@attribute f1 NUMERIC
@attribute f2 NUMERIC
@attribute f3 NUMERIC
@attribute f4 NUMERIC
@attribute class_0 {0,1}
@attribute class_1 {0,1}
@attribute class_2 {0,1}

@data
226,6,-0.647834,-0.034538,-0.149562,0.086031,1,1,0
227,6,-0.614908,-0.078660,-0.194698,0.100459,1,1,0
210,6,-0.679863,0.065147,-0.066830,0.024626,1,1,0
217,6,-0.633884,0.091888,-0.072829,0.081185,1,1,0
211,6,-0.443344,-0.008002,0.030280,0.125422,1,0,0
230,6,-0.638464,-0.108903,-0.004113,0.114612,1,1,0
205,6,-0.597915,0.050580,-0.032024,0.057115,1,1,0
209,6,-0.564887,-0.031184,-0.025424,0.085255,1,1,0
238,6,-0.597762,-0.097892,-0.164870,0.098351,1,1,0
276,7,-0.644399,0.010575,-0.136022,0.034652,1,1,0
266,7,-0.630892,0.031640,-0.080815,0.118164,1,1,0
257,7,-0.575747,-0.052040,-0.054836,0.059073,1,1,0
263,7,-0.596814,-0.016233,-0.100456,-0.008731,1,1,0
244,7,-0.629117,0.054186,-0.098089,0.038246,1,1,0
267,7,-0.645868,0.009157,-0.075025,0.093190,1,1,0
260,7,-0.580317,-0.112574,-0.148267,0.111654,1,1,0
279,7,-0.667454,-0.038723,-0.112530,0.109879,1,1,0
271,7,-0.565696,-0.049550,-0.104516,0.108191,1,1,0
249,7,-0.559486,-0.014839,-0.107262,-0.021022,1,1,0
273,7,-0.659601,-0.072170,-0.052095,0.041100,1,1,0
277,7,-0.645343,0.086588,-0.083783,0.051314,1,1,0
264,7,-0.637529,-0.119337,-0.060412,0.119741,1,1,0
240,7,-0.646419,0.043917,-0.011734,0.112408,1,1,0
278,7,-0.606189,-0.077272,-0.090611,0.112155,1,1,0
255,7,-0.586829,0.041142,-0.110941,0.072205,1,1,0
256,7,-0.539903,-0.011494,-0.066124,0.027831,1,1,0
246,7,-0.638010,-0.007801,-0.062811,0.030978,1,1,0
262,7,-0.710325,-0.069063,-0.061869,0.030546,1,1,0
275,7,-0.584030,-0.057090,-0.031579,0.128033,1,1,0
261,7,-0.573078,-0.027249,-0.094756,0.081095,1,1,0
247,7,-0.564633,-0.028154,-0.053416,0.157565,1,1,0
243,7,-0.587285,0.009838,-0.004360,0.141637,1,1,0
258,7,-0.516857,-0.073422,-0.111990,0.147049,1,1,0
250,7,-0.590694,-0.017867,0.035067,-0.003709,1,1,0
242,7,-0.519729,0.042207,-0.023693,0.056436,1,1,0
245,7,-0.623043,0.059798,-0.061879,0.017976,1,1,0
268,7,-0.642481,-0.062227,-0.078873,0.119313,1,1,0
252,7,-0.588392,0.050027,-0.043274,0.024176,1,1,0
241,7,-0.584076,0.017926,-0.097710,-0.010386,1,1,0
253,7,-0.606420,0.038984,-0.086374,0.123120,1,1,0
274,7,-0.603975,-0.052722,-0.153352,0.006992,1,1,0
248,7,-0.611494,0.025360,0.005387,0.127112,1,1,0
270,7,-0.586162,-0.131505,-0.171749,0.054572,1,1,0
272,7,-0.579275,-0.018287,-0.093505,0.125631,1,1,0
254,7,-0.624978,-0.060129,-0.057730,0.038871,1,1,0
265,7,-0.629556,-0.180356,-0.120178,0.143508,0,1,0
269,7,-0.621628,-0.049581,-0.116239,0.070785,1,1,0
259,7,-0.636685,-0.028965,-0.067848,0.081458,1,1,0
251,7,-0.615893,-0.034720,-0.006519,0.130037,1,1,0
286,8,-0.545331,-0.011453,-0.024039,0.127782,1,1,0
307,8,-0.598769,-0.079910,-0.034288,0.105694,1,1,0
298,8,-0.626944,-0.070818,-0.028143,0.083305,1,1,0
314,8,-0.623863,-0.017400,-0.112645,0.063737,1,1,0
296,8,-0.520283,0.034367,-0.020642,0.017325,1,1,0
300,8,-0.506445,-0.066069,-0.074623,0.094107,1,1,0
284,8,-0.573520,-0.013203,-0.034679,0.074898,1,1,0
301,8,-0.562568,-0.015398,-0.084350,0.064783,1,1,0
289,8,-0.564638,0.011270,-0.005265,0.161384,1,1,0
316,8,-0.641044,-0.017410,-0.058618,0.095822,1,1,0
281,8,-0.541397,0.045410,0.089614,0.066371,1,1,0
295,8,-0.534423,0.089767,-0.137858,0.049234,1,0,0
306,8,-0.663322,-0.033362,-0.133268,0.128368,1,1,0
297,8,-0.595544,0.003385,-0.041599,0.002041,1,1,0
299,8,-0.646341,0.008095,-0.001153,0.045926,1,1,0
291,8,-0.565358,0.065751,-0.006414,0.097168,1,1,0
282,8,-0.658359,-0.023582,-0.062381,0.163633,1,1,0
285,8,-0.657975,0.057842,-0.034170,-0.004713,1,1,0
311,8,-0.642431,-0.007104,-0.188520,0.069417,1,1,0
304,8,-0.632084,-0.039757,-0.083814,-0.062494,1,1,0
313,8,-0.647505,0.004038,-0.180375,0.171256,1,1,0
305,8,-0.520288,-0.055279,-0.147032,-0.012903,1,1,0
315,8,-0.601305,-0.094969,-0.126281,0.143294,1,1,0
319,8,-0.543466,-0.027612,-0.094140,0.102329,1,1,0
310,8,-0.503141,-0.003896,-0.182216,0.128247,1,1,0
283,8,-0.609018,-0.020576,-0.146405,0.052364,1,1,0
288,8,-0.570328,-0.017404,-0.018238,0.063120,1,1,0
302,8,-0.628093,-0.038382,-0.094151,0.110285,1,1,0
293,8,-0.583954,0.004715,-0.010130,0.135107,1,1,0
280,8,-0.500403,0.038263,-0.036841,0.080638,1,1,0
294,8,-0.578660,-0.057452,-0.131539,0.033813,1,1,0
303,8,-0.563323,-0.073049,-0.008805,0.076705,1,1,0
318,8,-0.533530,-0.100934,-0.039827,0.149339,1,1,0
309,8,-0.689177,0.057066,-0.087325,0.204598,1,1,0
290,8,-0.682048,0.020234,-0.036812,0.061789,1,1,0
317,8,-0.631915,-0.111515,-0.106925,0.088998,1,1,0
312,8,-0.637863,-0.070601,-0.113486,0.205404,1,1,0
308,8,-0.527147,0.022381,-0.122130,0.071330,1,1,0
287,8,-0.549230,0.015458,-0.030583,0.025632,1,1,0
292,8,-0.599419,-0.010402,-0.054016,0.116612,1,1,0
333,9,-0.584145,0.041270,0.031441,0.077238,1,1,0
329,9,-0.634503,-0.008379,-0.062847,0.057564,1,1,0
349,9,-0.646570,-0.019648,-0.084700,0.086630,1,1,0
348,9,-0.553393,-0.028295,-0.010491,0.144351,1,1,0
340,9,-0.582591,-0.088076,-0.048118,0.093256,1,1,0
322,9,-0.644057,0.016393,-0.007059,0.068117,1,1,0
354,9,-0.549941,-0.000449,-0.167130,0.071219,1,1,0
344,9,-0.526106,0.020083,-0.073206,0.086853,1,1,0
345,9,-0.595372,-0.013181,-0.043481,0.136262,1,1,0
336,9,-0.566929,-0.028003,-0.065391,0.163508,1,1,0
325,9,-0.587470,0.028345,-0.006861,0.027517,1,1,0
341,9,-0.721776,-0.122383,-0.026946,0.098239,0,1,0
332,9,-0.659032,-0.047074,-0.029141,0.030752,1,1,0
338,9,-0.605015,-0.061600,-0.058836,0.104988,1,1,0
320,9,-0.480174,0.088249,-0.028381,0.022452,1,0,0
327,9,-0.616065,0.045572,-0.083758,0.070225,1,1,0
346,9,-0.635985,0.013544,-0.156525,0.147517,1,1,0
321,9,-0.621149,-0.007595,-0.005577,0.092807,1,1,0
350,9,-0.667692,-0.064260,-0.092562,0.046926,1,1,0
339,9,-0.631032,-0.009646,-0.100902,0.072025,1,1,0
324,9,-0.565109,-0.043692,-0.046466,0.074927,1,1,0
342,9,-0.609518,-0.076386,-0.069345,0.083992,1,1,0
343,9,-0.576604,-0.027644,-0.081696,0.081865,1,1,0
335,9,-0.666345,-0.026406,-0.002191,0.066190,1,1,0
337,9,-0.645537,-0.036004,-0.014083,0.134356,1,1,0
351,9,-0.598329,-0.090802,-0.081828,0.090164,1,1,0
326,9,-0.573219,-0.018826,0.034886,0.000354,1,1,0
358,9,-0.613788,-0.011132,-0.091343,0.097335,1,1,0
352,9,-0.646926,-0.076122,-0.032480,0.149915,1,1,0
323,9,-0.576399,-0.044498,-0.055514,0.057603,1,1,0
334,9,-0.593505,-0.075006,-0.069251,0.067235,1,1,0
355,9,-0.599804,-0.052308,-0.184283,0.054817,1,1,0
328,9,-0.593208,-0.092782,-0.034614,0.153737,1,1,0
356,9,-0.677517,-0.075265,-0.118259,0.079099,1,1,0
357,9,-0.615717,0.014569,-0.057128,0.023338,1,1,0
330,9,-0.600781,0.008080,-0.031029,0.106129,1,1,0
347,9,-0.607097,-0.076515,-0.082300,0.033427,1,1,0
359,9,-0.609718,-0.090771,-0.077962,0.013764,1,1,0
331,9,-0.629882,-0.084109,-0.040373,0.064439,1,1,0
353,9,-0.596423,-0.058070,-0.123213,0.161642,1,1,0
382,10,-0.593028,-0.064109,-0.079112,0.182295,1,1,0
375,10,-0.622988,-0.063702,-0.108199,0.011595,1,1,0
373,10,-0.553330,0.063531,0.009698,0.036443,1,1,0
398,10,-0.578195,-0.074279,-0.121992,0.031531,1,1,0
377,10,-0.605382,-0.025901,-0.001427,0.083866,1,1,0
399,10,-0.612347,-0.030804,-0.023316,0.116846,1,1,0
360,10,-0.545742,-0.021018,0.020490,0.093148,1,1,0
366,10,-0.624632,-0.005360,-0.004910,0.060843,1,1,0
386,10,-0.529966,0.021277,-0.049144,0.132850,1,1,0
361,10,-0.537821,-0.013455,0.010794,0.009367,1,1,0
367,10,-0.588789,0.030262,0.019218,0.115565,1,1,0
394,10,-0.578578,0.063141,-0.172574,0.085517,1,1,0
370,10,-0.628781,-0.057261,-0.153188,0.064061,1,1,0
392,10,-0.630407,-0.045192,-0.009315,0.241283,1,1,0
368,10,-0.555920,0.061290,0.011024,0.099505,1,1,0
397,10,-0.506370,-0.029985,-0.088495,0.045511,1,1,0
362,10,-0.500775,0.044656,0.026031,0.055939,1,1,0
372,10,-0.690985,-0.017992,-0.018394,-0.000640,1,1,0
380,10,-0.616588,-0.027387,-0.104448,0.138802,1,1,0
393,10,-0.632919,-0.075018,-0.088388,0.128869,1,1,0
365,10,-0.655444,0.003208,0.039888,0.047091,1,1,0
383,10,-0.682161,-0.071381,-0.104137,-0.036092,1,1,0
391,10,-0.680445,-0.036550,-0.128102,0.122855,1,1,0
376,10,-0.562797,0.013999,-0.009448,0.116771,1,1,0
390,10,-0.568404,-0.028753,-0.011794,-0.005758,1,1,0
371,10,-0.599974,-0.099802,-0.076261,0.087161,1,1,0
369,10,-0.605809,0.069517,-0.031372,0.041714,1,1,0
385,10,-0.569571,0.022555,-0.026993,0.115920,1,1,0
379,10,-0.672679,-0.091681,0.011693,0.127573,1,1,0
381,10,-0.612697,-0.042333,-0.087741,-0.040151,1,1,0
387,10,-0.618657,-0.016556,-0.012124,0.131731,1,1,0
364,10,-0.618568,0.010028,0.003572,0.058039,1,1,0
395,10,-0.575460,-0.047849,-0.140465,0.089437,1,1,0
396,10,-0.618544,-0.029963,-0.092810,-0.049136,1,1,0
363,10,-0.636875,-0.050924,-0.028584,0.092400,1,1,0
374,10,-0.584005,-0.005497,-0.068858,0.056481,1,1,0
378,10,-0.619706,-0.036024,-0.036559,-0.061251,1,1,0
389,10,-0.551749,-0.186449,-0.140553,0.066475,0,1,0
384,10,-0.560184,0.005815,-0.093738,0.075952,1,1,0
388,10,-0.555870,-0.109892,-0.113167,0.053930,1,1,0
433,11,-0.604167,-0.036737,-0.129767,0.151886,1,1,0
421,11,-0.648006,-0.096028,-0.037926,0.003961,1,1,0
438,11,-0.594732,-0.059199,-0.111633,0.123333,1,1,0
407,11,-0.576994,-0.067215,0.026742,0.057704,1,1,0
404,11,-0.659784,0.053728,-0.023466,0.114815,1,1,0
425,11,-0.657546,-0.004408,-0.102760,0.140079,1,1,0
435,11,-0.561575,-0.034621,-0.138314,0.062815,1,1,0
403,11,-0.540944,-0.015833,-0.028122,0.085101,1,1,0
418,11,-0.626720,0.012958,0.036120,0.111626,1,1,0
416,11,-0.597145,0.019621,-0.080485,0.069955,1,1,0
437,11,-0.617387,-0.009458,-0.030447,0.086318,1,1,0
409,11,-0.686292,0.097373,-0.022848,0.093131,1,0,0
431,11,-0.675849,0.034409,-0.106643,0.106209,1,1,0
434,11,-0.613832,-0.028147,-0.090636,0.124903,1,1,0
429,11,-0.628547,-0.040278,-0.121963,0.095399,1,1,0
424,11,-0.687760,-0.051691,-0.049086,0.099446,1,1,0
411,11,-0.592160,0.035050,-0.101862,0.035696,1,1,0
405,11,-0.642082,0.032956,-0.065288,0.024112,1,1,0
422,11,-0.649306,-0.049537,-0.117114,0.067473,1,1,0
423,11,-0.527585,-0.012179,-0.086470,0.107237,1,1,0
406,11,-0.573176,-0.062170,-0.057743,0.109037,1,1,0
