global_id,timestamp,f1,f2,f3,f4,class_0,class_1
190,5,-0.748669,-0.047918,-0.111713,-0.188369,1,1
185,5,-0.759838,-0.087702,-0.097890,-0.194704,1,1
188,5,-0.825011,-0.157329,-0.146636,-0.171938,0,1
192,5,-0.825742,-0.060140,-0.198132,-0.131806,1,1
165,5,-0.873566,0.048978,0.201502,-0.135071,1,1
179,5,-0.773404,-0.029943,0.339932,-0.242694,1,1
168,5,-0.798619,-0.037507,0.155979,-0.149501,1,1
162,5,-0.734382,-0.032206,0.325440,-0.228709,1,1
186,5,-0.785345,-0.053284,-0.117351,-0.201673,1,1
196,5,-0.831278,-0.085305,-0.149615,-0.193860,1,1
166,5,-0.798452,-0.015635,0.235997,-0.136652,1,1
176,5,-0.891021,-0.026862,0.240811,-0.245860,1,1
195,5,-0.821819,-0.128592,-0.134821,-0.116650,1,1
167,5,-0.841631,0.047828,0.166871,-0.187732,1,1
220,6,-0.839012,-0.130833,-0.213803,-0.112602,1,1
202,6,-0.835422,-0.006451,0.215670,-0.175547,1,1
205,6,-0.762864,-0.019311,0.148024,-0.147762,1,1
225,6,-0.792451,0.020491,-0.187917,-0.151064,1,1
203,6,-0.793348,0.015036,0.188972,-0.178823,1,1
224,6,-0.798625,-0.056081,-0.121380,-0.122697,1,1
222,6,-0.732495,-0.056315,-0.180377,-0.160047,1,1
213,6,-0.870427,0.073023,0.233808,-0.128208,1,1
235,6,-0.761749,-0.073219,-0.104667,-0.066645,1,1
236,6,-0.928307,-0.023104,-0.159120,-0.193301,1,1
212,6,-0.805814,0.061532,0.230379,-0.149319,1,1
207,6,-0.838639,0.015223,0.129847,-0.310976,1,1
231,6,-0.842040,-0.094340,-0.105024,-0.147360,1,1
214,6,-0.937744,-0.006369,0.211755,-0.223993,1,1
232,6,-0.791490,-0.060853,-0.163124,-0.190450,1,1
204,6,-0.709867,0.013291,0.268551,-0.082668,1,1
216,6,-0.816192,0.048007,0.239459,-0.153658,1,1
238,6,-0.768433,-0.029100,-0.194806,-0.126778,1,1
206,6,-0.820375,0.049086,0.175354,-0.210354,1,1
218,6,-0.760798,0.032290,0.301383,-0.224958,1,1
200,6,-0.968603,0.022490,0.215786,-0.194136,1,0
215,6,-0.790622,-0.027734,0.244484,-0.125022,1,1
227,6,-0.854629,-0.014806,-0.221351,-0.150984,1,1
201,6,-0.796220,0.026609,0.186136,-0.181209,1,1
229,6,-0.874405,-0.082885,-0.132876,-0.173993,1,1
228,6,-0.805107,-0.105111,-0.242347,-0.114636,1,1
234,6,-0.790471,-0.100151,-0.188406,-0.247304,1,1
230,6,-0.830409,-0.019194,-0.110572,-0.050951,1,1
226,6,-0.783601,0.029714,-0.140939,-0.118707,1,1
211,6,-0.768244,0.042473,0.264037,-0.167388,1,1
210,6,-0.679157,0.056614,0.163036,-0.252442,1,0
237,6,-0.809741,-0.039693,-0.087039,-0.105973,1,1
217,6,-0.849646,0.057889,0.251503,-0.295637,1,1
221,6,-0.814102,-0.092817,-0.145624,-0.088149,1,1
223,6,-0.761666,-0.047558,-0.192850,-0.063980,1,1
233,6,-0.841396,-0.039833,-0.193923,-0.145732,1,1
219,6,-0.733516,-0.035151,0.284225,-0.212063,1,1
209,6,-0.797692,0.054747,0.265308,-0.154960,1,1
208,6,-0.811972,0.000373,0.166951,-0.224724,1,1
239,6,-0.814299,-0.001120,-0.136026,-0.117603,1,1
240,7,-0.774516,-0.020826,0.226651,-0.195481,1,1
272,7,-0.876802,-0.028192,-0.049588,-0.159958,1,1
256,7,-0.829661,-0.073621,0.279447,-0.208100,1,1
269,7,-0.742285,0.074378,-0.099906,-0.138935,1,1
250,7,-0.771799,-0.030059,0.270120,-0.272415,1,1
248,7,-0.781656,-0.045801,0.186057,-0.141589,1,1
245,7,-0.721184,0.003198,0.223696,-0.131939,1,1
255,7,-0.773647,0.036945,0.190408,-0.197870,1,1
242,7,-0.697962,0.012835,0.266340,-0.180933,1,1
241,7,-0.857458,-0.036784,0.140966,-0.145231,1,1
243,7,-0.783617,0.023300,0.221595,-0.180596,1,1
271,7,-0.687558,0.010607,-0.102139,-0.143763,1,1
270,7,-0.837071,0.022627,-0.166749,-0.132820,1,1
262,7,-0.678178,-0.010484,-0.157078,-0.077622,1,1
273,7,-0.829817,-0.042893,-0.198883,-0.092700,1,1
251,7,-0.898249,-0.049510,0.216491,-0.258797,1,1
257,7,-0.685581,0.036224,0.193182,-0.174304,1,1
264,7,-0.780915,-0.025324,-0.082596,-0.147896,1,1
265,7,-0.714794,-0.020770,-0.066854,-0.127945,1,1
252,7,-0.746843,-0.007458,0.236707,-0.327147,1,1
274,7,-0.819658,-0.078867,-0.195306,-0.065967,1,1
278,7,-0.756821,-0.064565,-0.159301,-0.080459,1,1
253,7,-0.801846,-0.097323,0.233721,-0.132635,1,1
246,7,-0.826139,0.011453,0.098652,-0.180333,1,1
279,7,-0.792000,-0.049680,-0.142225,-0.148727,1,1
259,7,-0.692423,0.054799,0.338310,-0.261316,1,1
267,7,-0.797193,0.049970,-0.204843,-0.111499,1,1
263,7,-0.761892,-0.082972,-0.134021,-0.129289,1,1
268,7,-0.748447,0.011344,-0.283538,-0.135140,1,1
258,7,-0.825009,-0.009264,0.233185,-0.193451,1,1
266,7,-0.718932,-0.099039,-0.169072,-0.063220,1,1
249,7,-0.848378,0.001699,0.244623,-0.212046,1,1
261,7,-0.796153,-0.111135,-0.233001,-0.041472,1,1
276,7,-0.787990,-0.025948,-0.098593,-0.110078,1,1
260,7,-0.729678,-0.054558,-0.149002,-0.115670,1,1
275,7,-0.843231,-0.073047,-0.118978,-0.098707,1,1
244,7,-0.820507,-0.040110,0.244467,-0.081226,1,1
247,7,-0.741517,0.026589,0.142428,-0.220788,1,1
277,7,-0.845413,-0.154602,-0.156916,-0.197874,0,1
254,7,-0.813408,0.033416,0.204247,-0.179741,1,1
313,8,-0.802591,-0.002109,-0.049622,-0.124764,1,1
299,8,-0.842963,-0.014724,0.316704,-0.155826,1,1
307,8,-0.828325,-0.072387,-0.111534,-0.083750,1,1
294,8,-0.852596,0.042641,0.199501,-0.155504,1,1
302,8,-0.804411,-0.088446,-0.170264,-0.197666,1,1
281,8,-0.769955,-0.035580,0.245863,-0.086263,1,1
305,8,-0.874966,-0.002224,-0.082099,-0.151724,1,1
303,8,-0.754685,-0.022156,-0.205605,-0.158157,1,1
306,8,-0.763473,-0.014504,-0.240056,-0.078403,1,1
283,8,-0.862509,-0.011018,0.227562,-0.325328,1,1
319,8,-0.730788,-0.139935,-0.156020,-0.139614,0,1
295,8,-0.785717,0.065692,0.112899,-0.166075,1,1
285,8,-0.751970,0.017309,0.168658,-0.234041,1,1
291,8,-0.878588,0.098344,0.221939,-0.206754,1,0
314,8,-0.846160,-0.155154,-0.054578,-0.267320,0,1
297,8,-0.830485,-0.000867,0.313059,-0.140144,1,1
300,8,-0.801391,-0.004354,-0.126480,-0.164623,1,1
315,8,-0.746138,-0.014196,-0.086355,-0.138625,1,1
301,8,-0.794096,0.033440,-0.138375,-0.196262,1,1
290,8,-0.830531,-0.068233,0.211087,-0.164703,1,1
284,8,-0.846898,0.026998,0.229124,-0.199826,1,1
311,8,-0.815949,0.054378,-0.197477,-0.008582,1,1
293,8,-0.891634,0.011528,0.136495,-0.283478,1,1
296,8,-0.808865,0.006180,0.188791,-0.230944,1,1
309,8,-0.745692,0.017192,-0.205136,-0.185687,1,1
280,8,-0.841969,-0.124532,0.266654,-0.182252,1,1
287,8,-0.811694,0.046987,0.155233,-0.153789,1,1
286,8,-0.772777,0.020792,0.215951,-0.212224,1,1
310,8,-0.821988,0.017578,-0.180739,-0.149491,1,1
289,8,-0.839269,0.039052,0.220227,-0.209877,1,1
312,8,-0.801795,-0.024540,-0.248830,-0.167421,1,1
282,8,-0.850345,0.023877,0.127560,-0.110462,1,1
316,8,-0.882243,0.005789,-0.152782,-0.165993,1,1
288,8,-0.792162,-0.046028,0.126623,-0.215010,1,1
318,8,-0.783776,0.026653,-0.095530,0.030109,1,1
308,8,-0.801575,-0.055555,-0.222531,-0.032946,1,1
317,8,-0.727313,-0.035765,-0.181275,-0.200178,1,1
304,8,-0.795316,-0.014088,-0.109102,-0.133956,1,1
292,8,-0.821486,0.038532,0.162297,-0.245719,1,1
298,8,-0.767063,-0.053309,0.192476,-0.152115,1,1
328,9,-0.842202,0.062336,0.253720,-0.185212,1,1
349,9,-0.708973,-0.070007,-0.138267,-0.153963,1,1
354,9,-0.817953,-0.067439,-0.141582,-0.106840,1,1
345,9,-0.727514,-0.044647,-0.187731,-0.064195,1,1
343,9,-0.805495,0.004457,-0.162982,-0.247156,1,1
320,9,-0.810489,-0.028259,0.189475,-0.098959,1,1
356,9,-0.840721,-0.092750,-0.158196,-0.127594,1,1
332,9,-0.769619,-0.027215,0.214760,-0.105295,1,1
350,9,-0.818773,-0.123799,-0.205311,-0.184087,1,1
330,9,-0.873199,0.012176,0.139386,-0.156078,1,1
359,9,-0.838069,-0.102006,-0.171525,-0.127322,1,1
358,9,-0.832019,-0.103714,-0.199323,-0.110074,1,1
339,9,-0.770198,0.007791,0.202786,-0.200487,1,1
344,9,-0.893861,-0.106056,-0.157272,-0.233227,1,1
324,9,-0.853927,-0.019428,0.142861,-0.200687,1,1
333,9,-0.756003,0.001043,0.222927,-0.144898,1,1
326,9,-0.811451,-0.034546,0.185387,-0.178084,1,1
334,9,-0.776003,0.033272,0.274483,-0.164988,1,1
327,9,-0.855053,-0.011120,0.264197,-0.198795,1,1
322,9,-0.862373,0.013679,0.183961,-0.168997,1,1
346,9,-0.851573,0.055337,-0.261315,-0.136734,1,1
336,9,-0.737426,-0.000225,0.233888,-0.183037,1,1
329,9,-0.713412,0.064966,0.262041,-0.183956,1,1
355,9,-0.853396,-0.065216,-0.078726,-0.058580,1,1
337,9,-0.800131,0.029219,0.104119,-0.152455,1,1
347,9,-0.770962,-0.048758,-0.123123,-0.141505,1,1
321,9,-0.739844,0.072342,0.217554,-0.153255,1,1
331,9,-0.818651,-0.034122,0.205397,-0.141873,1,1
357,9,-0.761487,-0.066875,-0.129962,-0.152386,1,1
323,9,-0.838730,0.017859,0.188842,-0.129172,1,1
341,9,-0.817960,-0.039916,-0.078943,-0.200061,1,1
351,9,-0.774440,0.007627,-0.236538,-0.100807,1,1
342,9,-0.743577,-0.100598,-0.195272,-0.156312,1,1
335,9,-0.780622,0.007591,0.155616,-0.142206,1,1
353,9,-0.776044,-0.056247,-0.144092,-0.077340,1,1
340,9,-0.803021,-0.113698,-0.231338,-0.179297,1,1
352,9,-0.791507,-0.045446,-0.201810,-0.170281,1,1
325,9,-0.834082,-0.082844,0.230798,-0.205030,1,1
348,9,-0.885494,-0.011416,-0.168581,-0.132418,1,1
338,9,-0.776940,-0.018227,0.212933,-0.270639,1,1
389,10,-0.882080,0.009102,-0.165605,-0.197695,1,1
396,10,-0.768862,-0.045091,-0.048511,-0.182462,1,1
391,10,-0.794673,-0.006756,-0.167917,-0.176509,1,1
369,10,-0.711925,-0.004322,0.203267,-0.177420,1,1
393,10,-0.781376,-0.028047,-0.136340,-0.091315,1,1
397,10,-0.762745,-0.136948,-0.159997,-0.077933,1,1
398,10,-0.759320,-0.012373,-0.111624,-0.170617,1,1
377,10,-0.832220,0.007655,0.249278,-0.167086,1,1
385,10,-0.725444,-0.075667,-0.124755,-0.114638,1,1
380,10,-0.778325,-0.018293,-0.244972,-0.242301,1,1
375,10,-0.804755,0.056025,0.180933,-0.179713,1,1
387,10,-0.802841,-0.037874,-0.107794,-0.117951,1,1
395,10,-0.818725,-0.046795,-0.161740,-0.125952,1,1
392,10,-0.782059,-0.030281,-0.111050,-0.050640,1,1
360,10,-0.746550,0.035406,0.281287,-0.150001,1,1
374,10,-0.777176,0.069984,0.196997,-0.168809,1,1
384,10,-0.821131,-0.013197,-0.156280,-0.127767,1,1
388,10,-0.850832,-0.027069,-0.168231,-0.076771,1,1
370,10,-0.714436,0.019823,0.199880,-0.108930,1,1
376,10,-0.834990,0.009481,0.310301,-0.233961,1,1
361,10,-0.757539,-0.001856,0.247494,-0.152358,1,1
365,10,-0.749618,-0.000000,0.173657,-0.249117,1,1
399,10,-0.737725,-0.045342,-0.199653,-0.127563,1,1
394,10,-0.912542,-0.057145,-0.149212,-0.093934,1,1
382,10,-0.800959,0.018396,-0.215855,-0.133108,1,1
390,10,-0.865183,-0.048441,-0.144463,-0.111225,1,1
367,10,-0.849651,0.031059,0.231316,-0.166976,1,1
371,10,-0.932356,-0.017866,0.174384,-0.086729,1,1
383,10,-0.863175,-0.130519,-0.195536,-0.147234,1,1
373,10,-0.794195,0.048344,0.143049,-0.137099,1,1
372,10,-0.753812,-0.049337,0.257176,-0.101531,1,1
366,10,-0.900983,0.078094,0.232255,-0.226524,1,0
379,10,-0.766621,0.066030,0.274158,-0.195964,1,1
381,10,-0.713612,-0.092631,-0.164945,-0.148077,1,1
364,10,-0.766553,0.006866,0.295738,-0.191225,1,1
363,10,-0.829901,-0.113618,0.213039,-0.199013,1,1
378,10,-0.837352,-0.077696,0.305126,-0.157008,1,1
362,10,-0.736194,-0.070798,0.183158,-0.151656,1,1
368,10,-0.751569,-0.023594,0.268678,-0.175294,1,1
386,10,-0.771177,-0.018153,-0.085747,-0.032354,1,1
426,11,-0.763876,-0.104517,-0.207972,-0.069889,1,1
404,11,-0.797583,-0.034101,0.359575,0.134743,1,1
429,11,-0.810369,-0.101748,-0.289215,-0.125128,1,1
417,11,-0.816989,-0.010687,0.299282,0.057529,1,1
438,11,-0.769065,-0.060326,-0.125883,-0.141435,1,1
412,11,-0.789812,-0.016386,0.329533,0.121507,1,1
425,11,-0.755251,-0.095485,-0.214828,-0.009713,1,1
436,11,-0.761518,-0.141950,-0.136532,-0.120639,0,1
403,11,-0.768939,-0.106994,0.389804,0.079662,1,1
413,11,-0.761750,0.004218,0.234860,0.141638,1,1
411,11,-0.793682,-0.083092,0.344323,0.034204,1,1
400,11,-0.884886,0.033168,0.340886,0.081112,1,1
428,11,-0.790324,-0.047822,-0.135704,-0.052280,1,1
407,11,-0.728621,0.049362,0.371948,0.130544,1,1
405,11,-0.752990,0.066230,0.366714,0.063855,1,1
419,11,-0.783869,-0.047470,0.337661,0.128075,1,1
418,11,-0.741394,0.079670,0.265414,0.121746,1,1
408,11,-0.742173,-0.002110,0.264516,0.126906,1,1
437,11,-0.781410,-0.031260,-0.138667,-0.083858,1,1
431,11,-0.802381,-0.064720,-0.122892,-0.136692,1,1
421,11,-0.794740,0.015231,-0.152992,-0.230090,1,1
410,11,-0.871228,0.023747,0.298716,0.069333,1,1
424,11,-0.732001,-0.148333,-0.225994,-0.188138,0,1
427,11,-0.877517,-0.135691,-0.287623,-0.139475,0,1
406,11,-0.787329,0.032747,0.299058,0.124013,1,1
434,11,-0.744669,-0.005590,-0.145766,-0.074264,1,1
422,11,-0.685176,-0.045272,-0.143034,-0.126357,1,1
416,11,-0.826672,-0.022162,0.315627,0.094494,1,1
409,11,-0.794134,-0.076756,0.281207,0.186336,1,1
439,11,-0.791071,-0.112690,-0.205657,-0.124947,1,1
430,11,-0.758099,0.020134,-0.183752,-0.130716,1,1
435,11,-0.818603,-0.195987,-0.198103,-0.103592,0,1
433,11,-0.891629,-0.071689,-0.181233,-0.220972,1,1
423,11,-0.793334,-0.073846,-0.181152,-0.045958,1,1
402,11,-0.825694,0.040557,0.274175,0.071508,1,1
415,11,-0.717772,-0.024762,0.331598,0.245560,1,1
401,11,-0.760740,0.085990,0.307814,0.095664,1,1
432,11,-0.803412,-0.003452,-0.222878,-0.115273,1,1
414,11,-0.813462,0.075064,0.221543,0.012446,1,1
420,11,-0.801168,-0.071987,-0.295735,-0.164191,1,1
444,12,-0.678685,0.005534,0.295560,0.146190,1,1
469,12,-0.696527,-0.013293,-0.175244,-0.067190,1,1
440,12,-0.738468,-0.097571,0.385301,0.097978,1,1
477,12,-0.812991,0.066090,-0.156158,-0.206822,1,1
467,12,-0.744479,-0.056663,-0.064459,-0.062247,1,1
465,12,-0.827235,-0.110786,-0.065989,-0.123449,1,1
441,12,-0.753185,0.013249,0.196230,0.090030,1,1
456,12,-0.749098,0.060983,0.235943,0.220056,1,1
479,12,-0.839233,-0.146289,-0.191865,-0.074518,0,1
