@relation stream_gen

@attribute global_id NUMERIC
@attribute timestamp NUMERIC
@attribute f1 NUMERIC
@attribute f2 NUMERIC
@attribute f3 NUMERIC
@attribute f4 NUMERIC
@attribute f5 NUMERIC
@attribute f6 NUMERIC
@attribute f7 NUMERIC
@attribute class_0 {0,1}
@attribute class_1 {0,1}

@data
32,1,-0.770517,0.130652,-0.285724,-0.333282,-0.216382,-0.306987,-0.363662,1,1
33,1,-0.762586,0.174153,-0.311686,-0.323279,-0.374377,-0.250294,-0.395847,1,1
31,1,-0.780358,0.193231,-0.300493,-0.258021,-0.292551,-0.286148,-0.313051,1,1
9,1,-0.784142,0.182327,-0.322643,-0.275014,-0.332684,-0.223727,-0.327977,1,1
2,1,-0.867078,0.088102,-0.382967,-0.390820,-0.219533,-0.267236,-0.304279,1,1
13,1,-0.836862,0.252820,-0.253002,-0.240905,-0.288979,-0.241437,-0.307956,1,1
10,1,-0.892552,0.192153,-0.299095,-0.305714,-0.201761,-0.278015,-0.355166,1,1
19,1,-0.745697,0.291005,-0.254818,-0.335763,-0.280686,-0.291123,-0.339100,1,1
16,1,-0.850224,0.169122,-0.365352,-0.340638,-0.228807,-0.240788,-0.360725,1,1
1,1,-0.809631,0.193034,-0.204269,-0.276135,-0.301745,-0.226557,-0.347259,1,1
26,1,-0.774915,0.234919,-0.381147,-0.337431,-0.248586,-0.335763,-0.343039,1,1
4,1,-0.806010,0.213175,-0.323742,-0.214091,-0.270101,-0.328947,-0.257456,1,1
27,1,-0.842993,0.255174,-0.279520,-0.302221,-0.243054,-0.278269,-0.358565,1,1
14,1,-0.842438,0.284095,-0.301714,-0.265473,-0.242126,-0.249814,-0.283300,1,1
30,1,-0.792337,0.114149,-0.309675,-0.326918,-0.311222,-0.313139,-0.332912,1,1
17,1,-0.795908,0.177741,-0.233494,-0.259712,-0.256040,-0.210822,-0.283474,1,1
11,1,-0.773420,0.233319,-0.312791,-0.306268,-0.172364,-0.173673,-0.325177,1,1
62,2,-0.843325,0.114772,-0.265284,-0.243373,-0.271276,-0.290230,-0.320674,1,1
77,2,-0.828315,-0.003848,-0.378832,-0.275976,-0.319418,-0.294309,-0.308951,0,1
69,2,-0.776163,0.112125,-0.266896,-0.204189,-0.222932,-0.351999,-0.279603,1,1
40,2,-0.763036,0.274194,-0.244157,-0.248556,-0.331578,-0.222434,-0.143846,1,1
65,2,-0.872592,0.142473,-0.297581,-0.244020,-0.281966,-0.326670,-0.361941,1,1
66,2,-0.746286,0.224994,-0.269616,-0.290224,-0.320383,-0.276422,-0.260491,1,1
44,2,-0.906912,0.223601,-0.283077,-0.371652,-0.235996,-0.230456,-0.228301,1,1
56,2,-0.782164,0.229962,-0.414662,-0.312969,-0.116076,-0.245308,-0.333142,1,1
71,2,-0.826214,0.175284,-0.393678,-0.187624,-0.281514,-0.262508,-0.324599,1,1
43,2,-0.813591,0.197296,-0.281313,-0.351752,-0.250864,-0.241381,-0.389700,1,1
68,2,-0.771433,0.240271,-0.283294,-0.283573,-0.233847,-0.239923,-0.395494,1,1
42,2,-0.894220,0.150861,-0.218511,-0.276547,-0.276029,-0.300379,-0.264268,1,1
63,2,-0.816798,0.096778,-0.304838,-0.262597,-0.252021,-0.272850,-0.268606,1,1
76,2,-0.767279,0.216363,-0.244703,-0.355149,-0.306091,-0.338017,-0.345301,1,1
49,2,-0.792168,0.240451,-0.257849,-0.288444,-0.314595,-0.268113,-0.382217,1,1
50,2,-0.861216,0.245676,-0.332836,-0.288416,-0.162782,-0.268237,-0.274879,1,1
61,2,-0.763004,0.175480,-0.394543,-0.226706,-0.195977,-0.371916,-0.357149,1,1
60,2,-0.757458,0.182444,-0.344155,-0.257934,-0.309115,-0.245065,-0.342761,1,1
51,2,-0.773615,0.152875,-0.303503,-0.292163,-0.305262,-0.369425,-0.308684,1,1
55,2,-0.843204,0.172846,-0.301346,-0.243809,-0.260236,-0.275658,-0.337961,1,1
58,2,-0.825003,0.148041,-0.265423,-0.283092,-0.285230,-0.296433,-0.219308,1,1
78,2,-0.799690,0.147582,-0.264077,-0.339077,-0.324048,-0.314945,-0.279401,1,1
74,2,-0.765200,0.168969,-0.245405,-0.292666,-0.314918,-0.423629,-0.283746,1,1
70,2,-0.776195,0.162264,-0.360695,-0.283523,-0.247509,-0.260823,-0.400837,1,1
72,2,-0.794717,0.247740,-0.326772,-0.303316,-0.201302,-0.289336,-0.378518,1,1
57,2,-0.781270,0.255525,-0.336765,-0.221905,-0.250648,-0.270199,-0.315749,1,1
79,2,-0.833192,0.173046,-0.364563,-0.355791,-0.288379,-0.296330,-0.279304,1,1
67,2,-0.769287,0.099731,-0.253052,-0.313594,-0.258101,-0.267104,-0.338056,1,1
52,2,-0.793316,0.210590,-0.227971,-0.333369,-0.285945,-0.192019,-0.306159,1,1
64,2,-0.838163,0.097456,-0.234154,-0.369095,-0.181607,-0.244725,-0.318678,1,1
41,2,-0.738447,0.198366,-0.303404,-0.298107,-0.311702,-0.337079,-0.240494,1,1
47,2,-0.838254,0.224119,-0.257302,-0.300448,-0.228298,-0.407435,-0.271031,1,1
46,2,-0.786742,0.188296,-0.373801,-0.293250,-0.209515,-0.405585,-0.334119,1,1
53,2,-0.808809,0.168729,-0.335975,-0.214112,-0.236327,-0.317890,-0.371735,1,1
45,2,-0.786822,0.283812,-0.335540,-0.215001,-0.283913,-0.200961,-0.243538,1,1
54,2,-0.723154,0.144152,-0.247124,-0.327327,-0.264610,-0.299522,-0.322678,1,1
59,2,-0.774745,0.151189,-0.266941,-0.288782,-0.364264,-0.301782,-0.281689,1,1
48,2,-0.804211,0.144069,-0.279603,-0.211347,-0.286293,-0.384156,-0.282932,1,1
75,2,-0.826811,0.149872,-0.330708,-0.282648,-0.291222,-0.268678,-0.368020,1,1
73,2,-0.784746,0.190222,-0.321340,-0.280013,-0.203895,-0.248019,-0.276629,1,1
112,3,-0.772710,0.135225,-0.371183,-0.229345,-0.283793,-0.334162,-0.305852,1,1
106,3,-0.743799,0.124214,-0.294599,-0.232506,-0.223235,-0.283627,-0.206755,1,1
92,3,-0.853145,0.129083,-0.353314,-0.272747,-0.259991,-0.276113,-0.347454,1,1
101,3,-0.785456,0.218271,-0.371308,-0.265443,-0.221598,-0.316674,-0.313390,1,1
117,3,-0.787244,0.189522,-0.235875,-0.268412,-0.210451,-0.257646,-0.320377,1,1
102,3,-0.792431,0.199529,-0.228349,-0.231925,-0.299829,-0.282175,-0.315620,1,1
110,3,-0.838781,0.238327,-0.410473,-0.268373,-0.152356,-0.211326,-0.303088,1,1
85,3,-0.790292,0.204773,-0.362808,-0.295463,-0.274610,-0.178932,-0.351077,1,1
87,3,-0.708797,0.114010,-0.268050,-0.270286,-0.224562,-0.234959,-0.285741,1,1
80,3,-0.713546,0.105325,-0.269950,-0.258102,-0.192845,-0.246442,-0.218305,1,1
99,3,-0.711584,0.201515,-0.394620,-0.310258,-0.325681,-0.313340,-0.307878,1,1
109,3,-0.830300,0.192425,-0.302111,-0.310463,-0.241715,-0.200359,-0.179093,1,1
116,3,-0.793467,0.158547,-0.322586,-0.265676,-0.231954,-0.393717,-0.310375,1,1
89,3,-0.820538,0.237684,-0.372827,-0.275718,-0.264916,-0.263862,-0.278209,1,1
103,3,-0.821638,0.294322,-0.289235,-0.280910,-0.219925,-0.269376,-0.345436,1,1
84,3,-0.789899,0.221989,-0.312789,-0.293457,-0.185380,-0.294492,-0.263177,1,1
119,3,-0.801608,0.146570,-0.274899,-0.310630,-0.362556,-0.263494,-0.324046,1,1
107,3,-0.881550,0.106095,-0.229303,-0.238205,-0.327940,-0.247315,-0.281369,1,1
90,3,-0.668845,0.162759,-0.267622,-0.314139,-0.216159,-0.312241,-0.277674,1,1
86,3,-0.716838,0.174133,-0.317333,-0.282294,-0.313860,-0.211491,-0.265656,1,1
118,3,-0.799661,0.061165,-0.253237,-0.256604,-0.307282,-0.303500,-0.246823,1,1
82,3,-0.850116,0.198563,-0.356174,-0.317772,-0.226792,-0.288238,-0.333758,1,1
111,3,-0.782187,0.237261,-0.324765,-0.327707,-0.304369,-0.331206,-0.309146,1,1
83,3,-0.822312,0.171585,-0.342726,-0.284814,-0.218772,-0.230397,-0.285549,1,1
95,3,-0.828259,0.276939,-0.229130,-0.254107,-0.227651,-0.347225,-0.216666,1,1
113,3,-0.848514,0.105302,-0.301106,-0.217610,-0.217661,-0.310822,-0.341446,1,1
93,3,-0.807129,0.225831,-0.293026,-0.194163,-0.307045,-0.258185,-0.240026,1,1
81,3,-0.724221,0.195127,-0.304537,-0.271852,-0.283527,-0.220123,-0.166970,1,1
91,3,-0.888223,0.176419,-0.324420,-0.229767,-0.255192,-0.345742,-0.251998,1,1
100,3,-0.921636,0.229016,-0.300546,-0.290747,-0.247165,-0.223096,-0.320775,1,1
115,3,-0.764062,0.244096,-0.314312,-0.277561,-0.297817,-0.261852,-0.311321,1,1
114,3,-0.838658,0.159973,-0.343164,-0.313874,-0.284073,-0.272015,-0.324514,1,1
94,3,-0.863262,0.136675,-0.306127,-0.242958,-0.291721,-0.330710,-0.280813,1,1
96,3,-0.837809,0.201693,-0.283760,-0.248650,-0.243507,-0.263227,-0.295755,1,1
104,3,-0.735875,0.091875,-0.349549,-0.210438,-0.091080,-0.281247,-0.239853,1,1
105,3,-0.748808,0.238941,-0.320546,-0.264014,-0.269942,-0.316342,-0.247221,1,1
97,3,-0.799516,0.189090,-0.324035,-0.231105,-0.240853,-0.339729,-0.232190,1,1
108,3,-0.792776,0.258238,-0.253501,-0.307758,-0.242600,-0.367095,-0.232303,1,1
88,3,-0.901548,0.188856,-0.277826,-0.287786,-0.313224,-0.266968,-0.308726,1,1
98,3,-0.807073,0.251340,-0.298718,-0.238501,-0.304251,-0.287652,-0.358508,1,1
142,4,-0.784552,0.151129,-0.368379,-0.263160,-0.230739,-0.311286,-0.268695,1,1
145,4,-0.691146,0.211345,-0.282353,-0.197699,-0.283379,-0.262750,-0.255904,1,1
132,4,-0.804886,0.153203,-0.244541,-0.293656,-0.243945,-0.205870,-0.258031,1,1
156,4,-0.814724,0.255137,-0.319337,-0.293155,-0.236232,-0.231295,-0.299552,1,1
152,4,-0.811185,0.140244,-0.343503,-0.223528,-0.394491,-0.303683,-0.324707,1,1
157,4,-0.865442,0.141787,-0.337470,-0.330499,-0.167343,-0.337495,-0.254170,1,1
139,4,-0.692173,0.216897,-0.282501,-0.335274,-0.238589,-0.306408,-0.322450,1,1
131,4,-0.755770,0.171271,-0.332520,-0.196680,-0.295006,-0.263313,-0.314870,1,1
150,4,-0.811000,0.182835,-0.260476,-0.243194,-0.287038,-0.301011,-0.392461,1,1
133,4,-0.765151,0.114795,-0.312386,-0.382480,-0.212734,-0.313199,-0.217051,1,1
125,4,-0.826465,0.209281,-0.233874,-0.285262,-0.182810,-0.299473,-0.268860,1,1
128,4,-0.776674,0.253492,-0.265474,-0.379104,-0.209483,-0.328387,-0.317961,1,1
135,4,-0.746575,0.207560,-0.272075,-0.220381,-0.255371,-0.247251,-0.418141,1,1
129,4,-0.806019,0.162385,-0.220086,-0.268132,-0.231615,-0.257319,-0.318142,1,1
148,4,-0.690461,0.140994,-0.206789,-0.228235,-0.248277,-0.172227,-0.309624,1,1
137,4,-0.742837,0.258946,-0.286151,-0.250038,-0.263715,-0.186215,-0.301041,1,1
155,4,-0.879247,0.096105,-0.204292,-0.247457,-0.231474,-0.264526,-0.338934,1,1
143,4,-0.777460,0.185060,-0.364522,-0.338738,-0.268923,-0.330051,-0.417473,1,1
144,4,-0.716477,0.113923,-0.300076,-0.300326,-0.285996,-0.322976,-0.236905,1,1
151,4,-0.763781,0.119728,-0.298766,-0.258661,-0.262317,-0.295576,-0.261333,1,1
136,4,-0.760065,0.211590,-0.301252,-0.253704,-0.170864,-0.260760,-0.316153,1,1
130,4,-0.716588,0.219408,-0.413123,-0.236048,-0.216756,-0.292674,-0.316008,1,1
153,4,-0.765788,0.118262,-0.373882,-0.306861,-0.279359,-0.375417,-0.356567,1,1
122,4,-0.805782,0.127721,-0.287138,-0.301168,-0.303650,-0.298210,-0.307986,1,1
124,4,-0.795794,0.281371,-0.261624,-0.156881,-0.182601,-0.317723,-0.344945,1,1
138,4,-0.742526,0.149144,-0.297109,-0.317399,-0.192189,-0.303956,-0.366690,1,1
154,4,-0.777960,0.088480,-0.283256,-0.319455,-0.374819,-0.252520,-0.283328,1,1
121,4,-0.714589,0.193585,-0.287897,-0.233996,-0.226688,-0.316339,-0.321314,1,1
120,4,-0.881570,0.290530,-0.269620,-0.218112,-0.342081,-0.235887,-0.276391,1,1
147,4,-0.762039,0.218301,-0.243733,-0.259795,-0.256713,-0.347527,-0.195169,1,1
126,4,-0.748682,0.152963,-0.234059,-0.358220,-0.172735,-0.372385,-0.309375,1,1
159,4,-0.756473,0.261710,-0.348557,-0.346110,-0.244293,-0.291986,-0.274317,1,1
127,4,-0.677062,0.204733,-0.261099,-0.194792,-0.254556,-0.270684,-0.337610,1,1
134,4,-0.758466,0.152117,-0.305381,-0.281281,-0.281937,-0.323584,-0.282627,1,1
146,4,-0.711659,0.098015,-0.334487,-0.180686,-0.291531,-0.226453,-0.316544,1,1
158,4,-0.880879,0.211077,-0.308018,-0.265415,-0.277800,-0.218003,-0.266858,1,1
140,4,-0.709044,0.175698,-0.322256,-0.241792,-0.313819,-0.317139,-0.332912,1,1
149,4,-0.844327,0.244710,-0.281407,-0.302094,-0.318502,-0.307325,-0.347700,1,1
123,4,-0.762227,0.213545,-0.249792,-0.253254,-0.235365,-0.190490,-0.325833,1,1
141,4,-0.769566,0.191298,-0.313712,-0.407179,-0.290374,-0.260356,-0.238608,1,1
172,5,-0.809897,0.233814,-0.298106,-0.296984,-0.212733,-0.321243,-0.266036,1,1
166,5,-0.737408,0.141981,-0.259916,-0.297034,-0.228905,-0.268422,-0.312129,1,1
165,5,-0.888235,0.219737,-0.331563,-0.212227,-0.222377,-0.166995,-0.248786,1,1
199,5,-0.733996,0.179903,-0.229202,-0.368437,-0.182035,-0.252633,-0.269295,1,1
185,5,-0.760372,0.264048,-0.321017,-0.193235,-0.250622,-0.289330,-0.277692,1,1
177,5,-0.743701,0.190621,-0.317935,-0.203627,-0.302646,-0.283686,-0.235670,1,1
169,5,-0.740047,0.206392,-0.267693,-0.261910,-0.261384,-0.277978,-0.289571,1,1
191,5,-0.789575,0.113367,-0.256145,-0.224634,-0.220717,-0.281739,-0.254063,1,1
163,5,-0.708745,0.161303,-0.284199,-0.248575,-0.230740,-0.314370,-0.239954,1,1
182,5,-0.778799,0.229618,-0.305334,-0.313196,-0.281620,-0.252846,-0.208590,1,1
178,5,-0.790803,0.180137,-0.248157,-0.308252,-0.231948,-0.166644,-0.232294,1,1
192,5,-0.737839,0.161636,-0.292559,-0.336969,-0.255841,-0.303514,-0.370254,1,1
176,5,-0.836023,0.195771,-0.315120,-0.238058,-0.247296,-0.164809,-0.280680,1,1
198,5,-0.769143,0.133641,-0.362426,-0.347337,-0.286499,-0.308606,-0.369941,1,1
171,5,-0.734893,0.185389,-0.345738,-0.247052,-0.214253,-0.283128,-0.250027,1,1
174,5,-0.708714,0.210387,-0.293553,-0.255398,-0.309675,-0.193077,-0.291962,1,1
193,5,-0.747000,0.207303,-0.368739,-0.184982,-0.299254,-0.302399,-0.241756,1,1
164,5,-0.747107,0.272963,-0.269898,-0.223458,-0.282712,-0.272651,-0.398642,1,1
173,5,-0.720881,0.282341,-0.337037,-0.270527,-0.165718,-0.282111,-0.280538,1,1
160,5,-0.848511,0.139305,-0.267892,-0.247045,-0.196678,-0.304511,-0.303286,1,1
183,5,-0.880501,0.237131,-0.371347,-0.257320,-0.231536,-0.243496,-0.330894,1,1
186,5,-0.757027,0.107317,-0.327838,-0.287949,-0.281874,-0.312534,-0.317103,1,1
187,5,-0.775976,0.124607,-0.282932,-0.291317,-0.270003,-0.358079,-0.234779,1,1
162,5,-0.763902,0.119313,-0.324538,-0.226049,-0.231522,-0.244728,-0.441946,1,1
170,5,-0.707637,0.212432,-0.399900,-0.242692,-0.242661,-0.348988,-0.303706,1,1
189,5,-0.751224,0.213849,-0.366960,-0.288666,-0.166609,-0.349533,-0.356550,1,1
195,5,-0.783704,0.165251,-0.299002,-0.310761,-0.324988,-0.262384,-0.284723,1,1
161,5,-0.754851,0.274324,-0.267948,-0.275269,-0.210327,-0.234927,-0.207717,1,1
190,5,-0.765345,0.115116,-0.348723,-0.385414,-0.254839,-0.303581,-0.331337,1,1
188,5,-0.705230,0.168918,-0.298140,-0.234671,-0.284867,-0.319615,-0.320250,1,1
184,5,-0.820895,0.237788,-0.238504,-0.216875,-0.263206,-0.346937,-0.275215,1,1
167,5,-0.710009,0.205055,-0.321748,-0.315478,-0.209036,-0.271211,-0.211658,1,1
180,5,-0.710779,0.132470,-0.360959,-0.280892,-0.313755,-0.189400,-0.237874,1,1
175,5,-0.849148,0.249291,-0.263353,-0.304794,-0.292672,-0.210077,-0.229805,1,1
194,5,-0.805711,0.202760,-0.326640,-0.242578,-0.275286,-0.253488,-0.333027,1,1
196,5,-0.698743,0.159764,-0.230201,-0.255815,-0.279262,-0.304496,-0.172972,1,1
197,5,-0.706705,0.145224,-0.327077,-0.231338,-0.289549,-0.240684,-0.346575,1,1
179,5,-0.804973,0.184605,-0.278896,-0.253224,-0.213227,-0.255849,-0.255293,1,1
181,5,-0.722264,0.190990,-0.302828,-0.229208,-0.302862,-0.322189,-0.276434,1,1
168,5,-0.766657,0.180172,-0.344160,-0.262877,-0.303724,-0.374014,-0.242747,1,1
230,6,-0.673617,0.220650,-0.278084,-0.306514,-0.257738,-0.274982,-0.331871,1,1
219,6,-0.739058,0.188350,-0.298991,-0.242676,-0.274216,-0.227384,-0.270299,1,1
239,6,-0.778652,0.151080,-0.294941,-0.277559,-0.221966,-0.294585,-0.278942,1,1
211,6,-0.785961,0.186546,-0.223457,-0.217312,-0.231801,-0.286353,-0.285187,1,1
205,6,-0.686024,0.211676,-0.234806,-0.205954,-0.165492,-0.290097,-0.318748,1,1
222,6,-0.795579,0.272222,-0.357861,-0.343744,-0.303788,-0.397620,-0.330107,1,1
233,6,-0.762436,0.177110,-0.307057,-0.219128,-0.269441,-0.296494,-0.260338,1,1
213,6,-0.804054,0.153817,-0.253568,-0.272370,-0.167787,-0.313746,-0.348586,1,1
200,6,-0.875112,0.255286,-0.259638,-0.288595,-0.261158,-0.230061,-0.285125,1,1
231,6,-0.754984,0.168174,-0.321851,-0.271100,-0.262676,-0.218127,-0.307047,1,1
201,6,-0.743708,0.205832,-0.297164,-0.203224,-0.138155,-0.280503,-0.360858,1,1
235,6,-0.846095,0.208235,-0.216446,-0.287784,-0.378393,-0.202766,-0.242550,1,1
221,6,-0.742622,0.166548,-0.315961,-0.286183,-0.210517,-0.237701,-0.415341,1,1
216,6,-0.807404,0.162610,-0.371841,-0.243417,-0.264854,-0.267547,-0.238641,1,1
212,6,-0.842647,0.279538,-0.312563,-0.295848,-0.187178,-0.233359,-0.311722,1,1
225,6,-0.736211,0.143744,-0.194676,-0.206099,-0.188501,-0.361934,-0.264349,1,1
224,6,-0.682309,0.168171,-0.173516,-0.330468,-0.286489,-0.222770,-0.271240,1,1
234,6,-0.834849,0.207357,-0.250551,-0.321543,-0.236004,-0.319987,-0.317938,1,1
215,6,-0.772931,0.239070,-0.280734,-0.241589,-0.213381,-0.283276,-0.232567,1,1
214,6,-0.740739,0.256868,-0.376581,-0.223934,-0.269636,-0.242392,-0.234578,1,1
238,6,-0.751290,0.182140,-0.354781,-0.165935,-0.291391,-0.249348,-0.212355,1,1
236,6,-0.675729,0.152702,-0.261071,-0.320388,-0.238092,-0.329610,-0.254626,1,1
220,6,-0.791428,0.195039,-0.284514,-0.267102,-0.265204,-0.255331,-0.248084,1,1
232,6,-0.669951,0.254483,-0.304762,-0.230325,-0.174411,-0.272397,-0.333033,1,1
218,6,-0.721584,0.217779,-0.251103,-0.279505,-0.252663,-0.260837,-0.344995,1,1
229,6,-0.692248,0.125550,-0.315936,-0.320219,-0.314450,-0.277877,-0.342335,1,1
203,6,-0.737579,0.183742,-0.185832,-0.240027,-0.184884,-0.273798,-0.251404,1,1
206,6,-0.691222,0.180091,-0.281350,-0.266673,-0.111099,-0.315559,-0.282525,1,1
237,6,-0.707483,0.220088,-0.240159,-0.218174,-0.208886,-0.243321,-0.339706,1,1
202,6,-0.739013,0.209908,-0.369735,-0.309043,-0.220908,-0.208071,-0.249278,1,1
226,6,-0.697892,0.206168,-0.278993,-0.179503,-0.185590,-0.264543,-0.346029,1,1
204,6,-0.771124,0.084484,-0.243060,-0.282826,-0.256249,-0.272835,-0.241487,1,1
210,6,-0.732262,0.186491,-0.221445,-0.279040,-0.183828,-0.218088,-0.310314,1,1
223,6,-0.733088,0.159713,-0.216884,-0.203551,-0.229732,-0.344119,-0.383609,1,1
217,6,-0.780321,0.262954,-0.224932,-0.151645,-0.160649,-0.233944,-0.294636,1,1
209,6,-0.728709,0.217594,-0.311900,-0.292858,-0.225721,-0.255996,-0.255640,1,1
207,6,-0.725643,0.193005,-0.240019,-0.176466,-0.338189,-0.333761,-0.282699,1,1
227,6,-0.771143,0.184240,-0.297575,-0.179008,-0.344582,-0.253842,-0.320630,1,1
228,6,-0.768373,0.214813,-0.321775,-0.237504,-0.318668,-0.294343,-0.271294,1,1
208,6,-0.748121,0.234850,-0.272485,-0.228707,-0.117066,-0.222061,-0.348036,1,1
249,7,-0.761026,0.203929,-0.312340,-0.313775,-0.232666,-0.281061,-0.347041,1,1
250,7,-0.742156,0.176935,-0.274967,-0.237580,-0.155049,-0.194088,-0.285979,1,1
240,7,-0.836608,0.078439,-0.309070,-0.234403,-0.144098,-0.293651,-0.282573,1,1
255,7,-0.696644,0.251655,-0.239771,-0.203065,-0.274905,-0.279232,-0.301354,1,1
273,7,-0.731046,0.248471,-0.342300,-0.319829,-0.149434,-0.400558,-0.244067,1,1
245,7,-0.718244,0.155263,-0.309309,-0.356359,-0.174586,-0.195709,-0.253043,1,1
246,7,-0.730157,0.246701,-0.243795,-0.343569,-0.152010,-0.169585,-0.222942,1,1
244,7,-0.726190,0.252367,-0.242327,-0.316548,-0.192993,-0.205106,-0.219226,1,1
260,7,-0.688211,0.189658,-0.416736,-0.288279,-0.261809,-0.232676,-0.308812,1,1
254,7,-0.639605,0.244043,-0.233503,-0.171001,-0.164182,-0.263023,-0.303168,1,1
276,7,-0.777570,0.173000,-0.368059,-0.305973,-0.270609,-0.261007,-0.362112,1,1
279,7,-0.791569,0.199203,-0.293199,-0.247399,-0.217896,-0.130257,-0.324952,1,1
263,7,-0.800065,0.132736,-0.295694,-0.254480,-0.205217,-0.214237,-0.268606,1,1
253,7,-0.663621,0.305755,-0.309322,-0.271144,-0.203133,-0.348824,-0.185834,1,0
266,7,-0.766484,0.197810,-0.301448,-0.210247,-0.260835,-0.254783,-0.333183,1,1
256,7,-0.820263,0.144460,-0.170236,-0.182374,-0.255455,-0.274298,-0.256533,1,1
265,7,-0.775965,0.148904,-0.273886,-0.379810,-0.161125,-0.264736,-0.301840,1,1
262,7,-0.769539,0.173784,-0.222825,-0.237339,-0.232107,-0.298339,-0.364715,1,1
272,7,-0.664713,0.126763,-0.354724,-0.276231,-0.162966,-0.248645,-0.301178,1,1
269,7,-0.746504,0.147997,-0.209686,-0.298740,-0.251651,-0.293788,-0.356130,1,1
274,7,-0.773768,0.066555,-0.251630,-0.260174,-0.312402,-0.331595,-0.296579,1,1
261,7,-0.709561,0.091826,-0.273683,-0.314265,-0.163435,-0.263549,-0.286399,1,1
259,7,-0.650878,0.169524,-0.273329,-0.220965,-0.234029,-0.275823,-0.243885,1,1
275,7,-0.751446,0.210753,-0.193343,-0.234020,-0.212491,-0.278957,-0.367201,1,1
252,7,-0.754578,0.144638,-0.219716,-0.200802,-0.310319,-0.363899,-0.275241,1,1
248,7,-0.651038,0.227040,-0.279193,-0.197826,-0.204320,-0.186499,-0.315321,1,1
243,7,-0.743395,0.204706,-0.273668,-0.198826,-0.198055,-0.298296,-0.290506,1,1
257,7,-0.716087,0.236848,-0.223922,-0.237841,-0.191756,-0.271935,-0.255118,1,1
267,7,-0.712132,0.252555,-0.221240,-0.298369,-0.280547,-0.294754,-0.274093,1,1
264,7,-0.674966,0.194216,-0.286647,-0.207470,-0.238644,-0.196332,-0.222185,1,1
251,7,-0.775967,0.212728,-0.388709,-0.237877,-0.185860,-0.215935,-0.300869,1,1
277,7,-0.697979,0.182355,-0.289929,-0.174850,-0.199342,-0.293574,-0.325724,1,1
242,7,-0.762434,0.175025,-0.287915,-0.251417,-0.175685,-0.327488,-0.256218,1,1
247,7,-0.788215,0.237916,-0.259343,-0.160030,-0.253008,-0.229590,-0.238512,1,1
278,7,-0.719681,0.225974,-0.281965,-0.306858,-0.167946,-0.102962,-0.188867,1,1
258,7,-0.716871,0.148308,-0.299844,-0.256458,-0.199651,-0.204767,-0.321731,1,1
270,7,-0.727528,0.231109,-0.350662,-0.279053,-0.211878,-0.362738,-0.257449,1,1
271,7,-0.855788,0.205513,-0.266033,-0.325656,-0.246112,-0.283528,-0.366879,1,1
