@relation stream_gen

@attribute global_id NUMERIC
@attribute timestamp NUMERIC
@attribute f1 NUMERIC
@attribute f2 NUMERIC
@attribute f3 NUMERIC
@attribute f4 NUMERIC
@attribute f5 NUMERIC
@attribute f6 NUMERIC
@attribute f7 NUMERIC
@attribute class_0 {0,1}
@attribute class_1 {0,1}

@data
184,5,-0.820895,0.237788,-0.238504,-0.216875,-0.263206,-0.346937,-0.275215,1,1
197,5,-0.706705,0.145224,-0.327077,-0.231338,-0.289549,-0.240684,-0.346575,1,1
182,5,-0.778799,0.229618,-0.305334,-0.313196,-0.281620,-0.252846,-0.208590,1,1
191,5,-0.789575,0.113367,-0.256145,-0.224634,-0.220717,-0.281739,-0.254063,1,1
187,5,-0.775976,0.124607,-0.282932,-0.291317,-0.270003,-0.358079,-0.234779,1,1
166,5,-0.737408,0.141981,-0.259916,-0.297034,-0.228905,-0.268422,-0.312129,1,1
183,5,-0.880501,0.237131,-0.371347,-0.257320,-0.231536,-0.243496,-0.330894,1,1
193,5,-0.747000,0.207303,-0.368739,-0.184982,-0.299254,-0.302399,-0.241756,1,1
180,5,-0.710779,0.132470,-0.360959,-0.280892,-0.313755,-0.189400,-0.237874,1,1
165,5,-0.888235,0.219737,-0.331563,-0.212227,-0.222377,-0.166995,-0.248786,1,1
188,5,-0.705230,0.168918,-0.298140,-0.234671,-0.284867,-0.319615,-0.320250,1,1
196,5,-0.698743,0.159764,-0.230201,-0.255815,-0.279262,-0.304496,-0.172972,1,1
173,5,-0.720881,0.282341,-0.337037,-0.270527,-0.165718,-0.282111,-0.280538,1,1
160,5,-0.848511,0.139305,-0.267892,-0.247045,-0.196678,-0.304511,-0.303286,1,1
185,5,-0.760372,0.264048,-0.321017,-0.193235,-0.250622,-0.289330,-0.277692,1,1
194,5,-0.805711,0.202760,-0.326640,-0.242578,-0.275286,-0.253488,-0.333027,1,1
192,5,-0.737839,0.161636,-0.292559,-0.336969,-0.255841,-0.303514,-0.370254,1,1
177,5,-0.743701,0.190621,-0.317935,-0.203627,-0.302646,-0.283686,-0.235670,1,1
178,5,-0.790803,0.180137,-0.248157,-0.308252,-0.231948,-0.166644,-0.232294,1,1
181,5,-0.722264,0.190990,-0.302828,-0.229208,-0.302862,-0.322189,-0.276434,1,1
176,5,-0.836023,0.195771,-0.315120,-0.238058,-0.247296,-0.164809,-0.280680,1,1
164,5,-0.747107,0.272963,-0.269898,-0.223458,-0.282712,-0.272651,-0.398642,1,1
163,5,-0.708745,0.161303,-0.284199,-0.248575,-0.230740,-0.314370,-0.239954,1,1
169,5,-0.740047,0.206392,-0.267693,-0.261910,-0.261384,-0.277978,-0.289571,1,1
171,5,-0.734893,0.185389,-0.345738,-0.247052,-0.214253,-0.283128,-0.250027,1,1
170,5,-0.707637,0.212432,-0.399900,-0.242692,-0.242661,-0.348988,-0.303706,1,1
172,5,-0.809897,0.233814,-0.298106,-0.296984,-0.212733,-0.321243,-0.266036,1,1
199,5,-0.733996,0.179903,-0.229202,-0.368437,-0.182035,-0.252633,-0.269295,1,1
190,5,-0.765345,0.115116,-0.348723,-0.385414,-0.254839,-0.303581,-0.331337,1,1
174,5,-0.708714,0.210387,-0.293553,-0.255398,-0.309675,-0.193077,-0.291962,1,1
168,5,-0.766657,0.180172,-0.344160,-0.262877,-0.303724,-0.374014,-0.242747,1,1
162,5,-0.763902,0.119313,-0.324538,-0.226049,-0.231522,-0.244728,-0.441946,1,1
161,5,-0.754851,0.274324,-0.267948,-0.275269,-0.210327,-0.234927,-0.207717,1,1
198,5,-0.769143,0.133641,-0.362426,-0.347337,-0.286499,-0.308606,-0.369941,1,1
179,5,-0.804973,0.184605,-0.278896,-0.253224,-0.213227,-0.255849,-0.255293,1,1
167,5,-0.710009,0.205055,-0.321748,-0.315478,-0.209036,-0.271211,-0.211658,1,1
208,6,-0.748121,0.234850,-0.272485,-0.228707,-0.117066,-0.222061,-0.348036,1,1
200,6,-0.875112,0.255286,-0.259638,-0.288595,-0.261158,-0.230061,-0.285125,1,1
215,6,-0.772931,0.239070,-0.280734,-0.241589,-0.213381,-0.283276,-0.232567,1,1
233,6,-0.762436,0.177110,-0.307057,-0.219128,-0.269441,-0.296494,-0.260338,1,1
213,6,-0.804054,0.153817,-0.253568,-0.272370,-0.167787,-0.313746,-0.348586,1,1
229,6,-0.692248,0.125550,-0.315936,-0.320219,-0.314450,-0.277877,-0.342335,1,1
230,6,-0.673617,0.220650,-0.278084,-0.306514,-0.257738,-0.274982,-0.331871,1,1
204,6,-0.771124,0.084484,-0.243060,-0.282826,-0.256249,-0.272835,-0.241487,1,1
202,6,-0.739013,0.209908,-0.369735,-0.309043,-0.220908,-0.208071,-0.249278,1,1
228,6,-0.768373,0.214813,-0.321775,-0.237504,-0.318668,-0.294343,-0.271294,1,1
216,6,-0.807404,0.162610,-0.371841,-0.243417,-0.264854,-0.267547,-0.238641,1,1
212,6,-0.842647,0.279538,-0.312563,-0.295848,-0.187178,-0.233359,-0.311722,1,1
221,6,-0.742622,0.166548,-0.315961,-0.286183,-0.210517,-0.237701,-0.415341,1,1
206,6,-0.691222,0.180091,-0.281350,-0.266673,-0.111099,-0.315559,-0.282525,1,1
222,6,-0.795579,0.272222,-0.357861,-0.343744,-0.303788,-0.397620,-0.330107,1,1
220,6,-0.791428,0.195039,-0.284514,-0.267102,-0.265204,-0.255331,-0.248084,1,1
223,6,-0.733088,0.159713,-0.216884,-0.203551,-0.229732,-0.344119,-0.383609,1,1
227,6,-0.771143,0.184240,-0.297575,-0.179008,-0.344582,-0.253842,-0.320630,1,1
211,6,-0.785961,0.186546,-0.223457,-0.217312,-0.231801,-0.286353,-0.285187,1,1
209,6,-0.728709,0.217594,-0.311900,-0.292858,-0.225721,-0.255996,-0.255640,1,1
231,6,-0.754984,0.168174,-0.321851,-0.271100,-0.262676,-0.218127,-0.307047,1,1
239,6,-0.778652,0.151080,-0.294941,-0.277559,-0.221966,-0.294585,-0.278942,1,1
207,6,-0.725643,0.193005,-0.240019,-0.176466,-0.338189,-0.333761,-0.282699,1,1
234,6,-0.834849,0.207357,-0.250551,-0.321543,-0.236004,-0.319987,-0.317938,1,1
203,6,-0.737579,0.183742,-0.185832,-0.240027,-0.184884,-0.273798,-0.251404,1,1
219,6,-0.739058,0.188350,-0.298991,-0.242676,-0.274216,-0.227384,-0.270299,1,1
214,6,-0.740739,0.256868,-0.376581,-0.223934,-0.269636,-0.242392,-0.234578,1,1
210,6,-0.732262,0.186491,-0.221445,-0.279040,-0.183828,-0.218088,-0.310314,1,1
217,6,-0.780321,0.262954,-0.224932,-0.151645,-0.160649,-0.233944,-0.294636,1,1
201,6,-0.743708,0.205832,-0.297164,-0.203224,-0.138155,-0.280503,-0.360858,1,1
238,6,-0.751290,0.182140,-0.354781,-0.165935,-0.291391,-0.249348,-0.212355,1,1
205,6,-0.686024,0.211676,-0.234806,-0.205954,-0.165492,-0.290097,-0.318748,1,1
224,6,-0.682309,0.168171,-0.173516,-0.330468,-0.286489,-0.222770,-0.271240,1,1
225,6,-0.736211,0.143744,-0.194676,-0.206099,-0.188501,-0.361934,-0.264349,1,1
218,6,-0.721584,0.217779,-0.251103,-0.279505,-0.252663,-0.260837,-0.344995,1,1
235,6,-0.846095,0.208235,-0.216446,-0.287784,-0.378393,-0.202766,-0.242550,1,1
232,6,-0.669951,0.254483,-0.304762,-0.230325,-0.174411,-0.272397,-0.333033,1,1
226,6,-0.697892,0.206168,-0.278993,-0.179503,-0.185590,-0.264543,-0.346029,1,1
236,6,-0.675729,0.152702,-0.261071,-0.320388,-0.238092,-0.329610,-0.254626,1,1
237,6,-0.707483,0.220088,-0.240159,-0.218174,-0.208886,-0.243321,-0.339706,1,1
271,7,-0.855788,0.205513,-0.266033,-0.325656,-0.246112,-0.283528,-0.366879,1,1
251,7,-0.775967,0.212728,-0.388709,-0.237877,-0.185860,-0.215935,-0.300869,1,1
242,7,-0.762434,0.175025,-0.287915,-0.251417,-0.175685,-0.327488,-0.256218,1,1
275,7,-0.751446,0.210753,-0.193343,-0.234020,-0.212491,-0.278957,-0.367201,1,1
250,7,-0.742156,0.176935,-0.274967,-0.237580,-0.155049,-0.194088,-0.285979,1,1
278,7,-0.719681,0.225974,-0.281965,-0.306858,-0.167946,-0.102962,-0.188867,1,1
269,7,-0.746504,0.147997,-0.209686,-0.298740,-0.251651,-0.293788,-0.356130,1,1
267,7,-0.712132,0.252555,-0.221240,-0.298369,-0.280547,-0.294754,-0.274093,1,1
243,7,-0.743395,0.204706,-0.273668,-0.198826,-0.198055,-0.298296,-0.290506,1,1
241,7,-0.798775,0.221784,-0.203506,-0.319924,-0.206220,-0.266085,-0.316824,1,1
268,7,-0.787637,0.146276,-0.312543,-0.174027,-0.304835,-0.235961,-0.379169,1,1
260,7,-0.688211,0.189658,-0.416736,-0.288279,-0.261809,-0.232676,-0.308812,1,1
279,7,-0.791569,0.199203,-0.293199,-0.247399,-0.217896,-0.130257,-0.324952,1,1
259,7,-0.650878,0.169524,-0.273329,-0.220965,-0.234029,-0.275823,-0.243885,1,1
256,7,-0.820263,0.144460,-0.170236,-0.182374,-0.255455,-0.274298,-0.256533,1,1
254,7,-0.639605,0.244043,-0.233503,-0.171001,-0.164182,-0.263023,-0.303168,1,1
277,7,-0.697979,0.182355,-0.289929,-0.174850,-0.199342,-0.293574,-0.325724,1,1
273,7,-0.731046,0.248471,-0.342300,-0.319829,-0.149434,-0.400558,-0.244067,1,1
261,7,-0.709561,0.091826,-0.273683,-0.314265,-0.163435,-0.263549,-0.286399,1,1
246,7,-0.730157,0.246701,-0.243795,-0.343569,-0.152010,-0.169585,-0.222942,1,1
266,7,-0.766484,0.197810,-0.301448,-0.210247,-0.260835,-0.254783,-0.333183,1,1
252,7,-0.754578,0.144638,-0.219716,-0.200802,-0.310319,-0.363899,-0.275241,1,1
255,7,-0.696644,0.251655,-0.239771,-0.203065,-0.274905,-0.279232,-0.301354,1,1
262,7,-0.769539,0.173784,-0.222825,-0.237339,-0.232107,-0.298339,-0.364715,1,1
258,7,-0.716871,0.148308,-0.299844,-0.256458,-0.199651,-0.204767,-0.321731,1,1
263,7,-0.800065,0.132736,-0.295694,-0.254480,-0.205217,-0.214237,-0.268606,1,1
253,7,-0.663621,0.305755,-0.309322,-0.271144,-0.203133,-0.348824,-0.185834,1,0
270,7,-0.727528,0.231109,-0.350662,-0.279053,-0.211878,-0.362738,-0.257449,1,1
249,7,-0.761026,0.203929,-0.312340,-0.313775,-0.232666,-0.281061,-0.347041,1,1
265,7,-0.775965,0.148904,-0.273886,-0.379810,-0.161125,-0.264736,-0.301840,1,1
244,7,-0.726190,0.252367,-0.242327,-0.316548,-0.192993,-0.205106,-0.219226,1,1
240,7,-0.836608,0.078439,-0.309070,-0.234403,-0.144098,-0.293651,-0.282573,1,1
248,7,-0.651038,0.227040,-0.279193,-0.197826,-0.204320,-0.186499,-0.315321,1,1
245,7,-0.718244,0.155263,-0.309309,-0.356359,-0.174586,-0.195709,-0.253043,1,1
247,7,-0.788215,0.237916,-0.259343,-0.160030,-0.253008,-0.229590,-0.238512,1,1
257,7,-0.716087,0.236848,-0.223922,-0.237841,-0.191756,-0.271935,-0.255118,1,1
272,7,-0.664713,0.126763,-0.354724,-0.276231,-0.162966,-0.248645,-0.301178,1,1
276,7,-0.777570,0.173000,-0.368059,-0.305973,-0.270609,-0.261007,-0.362112,1,1
